Player,Ace Rate,num_matches
Ivo Karlovic,0.26330822538078885,66
Ivan Ljubicic,0.1771264706010203,67
Andy Roddick,0.1659001309042459,70
Sam Querrey,0.16449353712770062,41
Frank Dancevic,0.15925350906250096,37
Mardy Fish,0.15859332402835463,47
Gael Monfils,0.13917053087309944,42
Amer Delic,0.12259791519590789,33
Feliciano Lopez,0.12177919845640255,52
Thomas Johansson,0.11569850425654701,51
Nicolas Almagro,0.11543666805469587,61
Tommy Haas,0.11151094876303326,57
Benjamin Becker,0.11112602977516378,53
Nicolas Kiefer,0.10888387594733781,31
Roger Federer,0.10514006704481117,78
Juan Martin del Potro,0.10498397994863772,53
Tomas Berdych,0.10484580961032788,71
Michael Llodra,0.1048184991910705,31
Nicolas Mahut,0.10411970437773892,42
Dmitry Tursunov,0.10357508104150692,51
Agustin Calleri,0.10018584326791363,49
Lleyton Hewitt,0.09967220764396842,52
Radek Stepanek,0.09805649300479842,50
Janko Tipsarevic,0.09691780219151729,41
James Blake,0.09522235501004529,80
Robin Soderling,0.09486584905617661,43
Marat Safin,0.09299709644209268,43
Marcos Baghdatis,0.0901692150056828,70
Marc Gicquel,0.08912351286162529,46
Sebastien Grosjean,0.08708499183883636,39
Stan Wawrinka,0.08638932114846444,45
Max Mirnyi,0.08612788750861557,31
Andy Murray,0.08405182022352535,57
Fernando Gonzalez,0.08336013182492302,61
Richard Gasquet,0.08257455307029664,74
Robby Ginepri,0.08110455619388894,31
Guillermo Canas,0.07978862405264635,61
Novak Djokovic,0.07842428285222482,87
Arnaud Clement,0.07510493229146835,50
Jose Acasuso,0.07483331093405872,41
Carlos Moya,0.07394892010682405,65
Teymuraz Gabashvili,0.0720744323273361,38
Mikhail Youzhny,0.07131170893407061,75
Florian Mayer,0.07098885353224514,43
Paul Henri Mathieu,0.0708294765609549,70
Evgeny Korolev,0.06997153347536081,44
Fabrice Santoro,0.06779440199872103,43
Julien Benneteau,0.06688449666771984,50
Kristof Vliegen,0.0654388009184557,42
David Nalbandian,0.0651662906676561,49
Luis Horna,0.06394562698818283,37
Fernando Verdasco,0.06344383004285913,62
Philipp Kohlschreiber,0.0625246997641918,60
Andreas Seppi,0.06146353799577407,46
Igor Andreev,0.06097650430847615,63
Jurgen Melzer,0.060337428257226884,49
Diego Hartfield,0.05871790667999331,34
Juan Carlos Ferrero,0.05811091589005975,57
Gilles Simon,0.05733863054803532,61
Martin Vassallo Arguello,0.05675376317896439,34
Florent Serra,0.055030122196979406,40
Stefan Koubek,0.054622972856682744,50
Tommy Robredo,0.05297527417454994,75
Alejandro Falla,0.05294593681825444,31
Albert Montanes,0.05265660089926696,48
Nicolas Massu,0.050785189842402455,43
David Ferrer,0.049964165442256216,84
Jonas Bjorkman,0.049956010275234726,40
Juan Monaco,0.04946314840106182,60
Rafael Nadal,0.04889059063491804,86
Dominik Hrbaty,0.0487628574487412,31
Sergio Roitman,0.04817823293324122,36
Nikolay Davydenko,0.04805726577842932,85
Hyung Taik Lee,0.04768966189408823,48
Guillermo Garcia Lopez,0.04616768407702803,35
Vincent Spadea,0.045633156592280476,52
Jarkko Nieminen,0.043486801814233984,60
Juan Ignacio Chela,0.03989695056847883,65
Igor Kunitsyn,0.03445556620768497,40
Potito Starace,0.03391765426628483,51
Olivier Rochus,0.033502421383922044,46
Filippo Volandri,0.026798401228287676,45
