Player,Break Point Save %,num_matches
Jannik Sinner,0.7286134805365574,84
Jack Draper,0.7125656070509012,31
Taylor Fritz,0.7087202345676923,77
Thanasi Kokkinakis,0.7069746883472374,32
Quentin Halys,0.7063263588263589,33
Novak Djokovic,0.7020384373180426,63
Casper Ruud,0.6990478052569555,59
Stefanos Tsitsipas,0.696984337501579,74
Nicolas Jarry,0.6956266511266511,59
Tallon Griekspoor,0.6908385093167702,62
Daniil Medvedev,0.6879109579054294,85
Max Purcell,0.6829952454952455,30
Arthur Rinderknech,0.6829127942764307,35
Hubert Hurkacz,0.6824215642775199,68
Frances Tiafoe,0.6805147309955003,60
Jiri Lehecka,0.6758668618962735,61
Karen Khachanov,0.6743182349565329,52
Alexei Popyrin,0.6742151335516589,47
Alexander Zverev,0.6740559360124577,82
Laslo Djere,0.6699595693491365,62
Ben Shelton,0.6686700609996065,49
Jan Lennard Struff,0.6673410694244027,37
Carlos Alcaraz,0.6655211572465094,77
Dominic Thiem,0.6638988286047109,43
Andrey Rublev,0.6635391981367214,81
Holger Rune,0.6616848478032689,70
Jordan Thompson,0.660967743740853,42
Christopher Eubanks,0.6578345828345828,41
Cameron Norrie,0.6571823170161121,61
Matteo Arnaldi,0.654169713858709,35
Sebastian Korda,0.6515761789046103,43
Aslan Karatsev,0.650289549631655,41
Grigor Dimitrov,0.6499294992219521,64
Ugo Humbert,0.6474402015218341,57
Alexander Bublik,0.6463363433951669,52
Emil Ruusuvuori,0.6449106387893153,51
Stan Wawrinka,0.6437955275688194,50
J J Wolf,0.6427181404454131,51
Lorenzo Sonego,0.6425995886968737,58
Miomir Kecmanovic,0.6419156673658474,57
Alejandro Davidovich Fokina,0.6414830698959445,59
Arthur Fils,0.6382651705020126,42
Roman Safiullin,0.638204524233936,39
Mackenzie Mcdonald,0.6381317270270658,61
Tomas Martin Etcheverry,0.6362812024576731,57
Benjamin Bonzi,0.6339015429015429,32
Andy Murray,0.631853630240727,34
Daniel Altmaier,0.6305959563312504,38
Gregoire Barrere,0.6288841275683381,45
Tommy Paul,0.627163625424495,68
Adrian Mannarino,0.6226481335260827,67
Albert Ramos,0.6219170578303705,38
Yannick Hanfmann,0.6193886238900586,45
Christopher Oconnell,0.6185506800891416,42
Botic Van De Zandschulp,0.6182423006286643,48
Alex De Minaur,0.618163375086452,74
Sebastian Baez,0.6180137738078915,57
Marc Andrea Huesler,0.6178754201272584,35
Pavel Kotov,0.6175481606516089,30
Felix Auger Aliassime,0.6162646198830409,42
Richard Gasquet,0.6156814145450509,40
Zhizhen Zhang,0.6152710982974141,36
Marcos Giron,0.615132934698152,53
Francisco Cerundolo,0.6135608405004958,64
Brandon Nakashima,0.6128594619666048,33
Alex Molcan,0.6099929679290734,34
Marton Fucsovics,0.6060823935823936,44
Dusan Lajovic,0.6030503755503756,47
Borna Coric,0.6018386790905174,41
Luca Van Assche,0.5996015369829412,31
Lorenzo Musetti,0.5976060645703504,62
Daniel Evans,0.5954080029447677,44
Daniel Elahi Galan,0.5942917627872378,31
Pedro Cachin,0.592515144787872,37
Alexander Shevchenko,0.5882610315547497,33
Juan Pablo Varillas,0.5851221359285875,37
Cristian Garin,0.5833450046685341,39
Roberto Bautista Agut,0.5811862187520082,38
Roberto Carballes Baena,0.5775288996717568,43
Diego Schwartzman,0.5645393891822463,38
Jaume Munar,0.5551662896490484,34
Yoshihito Nishioka,0.532683128836975,41
Bernabe Zapata Miralles,0.5286665541229161,43
