Player,First Serve Win %,num_matches
Ivo Karlovic,0.8180808159920936,35
Jo-Wilfried Tsonga,0.8137884905906094,54
Roger Federer,0.8073495066492041,60
Nick Kyrgios,0.8041896772889564,51
John Isner,0.8033976974862023,62
Marin Cilic,0.8011280744553597,68
Gilles Muller,0.8007467335061299,50
Sam Querrey,0.7992466730738315,59
Milos Raonic,0.7990925123075185,43
Grigor Dimitrov,0.7908729824260097,68
Kevin Anderson,0.7899082921524382,53
Tomas Berdych,0.7893910046441487,54
Jan Lennard Struff,0.7765454898441494,57
Philipp Kohlschreiber,0.7698380763340099,53
Feliciano Lopez,0.7696118569383188,49
Steve Johnson,0.7678624401075754,53
Marcos Baghdatis,0.7663183237557744,34
Juan Martin del Potro,0.7645147460702014,55
Benoit Paire,0.7564995548372653,62
Lucas Pouille,0.7551786235263585,58
Alexander Zverev,0.7528143533913296,79
Dominic Thiem,0.7516723994813415,75
Jared Donaldson,0.7475774783267394,47
Alexandr Dolgopolov,0.7465729290442079,49
Rafael Nadal,0.7463117138395411,81
Kyle Edmund,0.7455754556183248,60
Pierre Hugues Herbert,0.74103214435689,30
Karen Khachanov,0.7403619521058618,57
Stan Wawrinka,0.7383424681261337,37
Robin Haase,0.7377713945765018,58
Andy Murray,0.7341438858049156,36
Aljaz Bedene,0.7340300364251916,37
Novak Djokovic,0.7336783723741471,41
David Goffin,0.7335185332511961,83
Jeremy Chardy,0.7334862606850217,40
Gael Monfils,0.7292671438035618,34
Jack Sock,0.7278680338018427,61
Richard Gasquet,0.7265644872120948,47
Pablo Cuevas,0.7263354252079947,41
Andrey Kuznetsov,0.724852817288054,36
Denis Istomin,0.7245096523923118,35
Andreas Seppi,0.7244668624719182,36
Joao Sousa,0.7219977377248111,57
Borna Coric,0.7218508656381322,51
Kei Nishikori,0.7186345397529826,44
Hyeon Chung,0.7177905227841059,45
Ryan Harrison,0.716760375029278,43
Roberto Bautista Agut,0.714512303367343,70
Viktor Troicki,0.7144030866578358,53
Mischa Zverev,0.7143910370991633,62
Malek Jaziri,0.7142103301490493,37
Nicolas Mahut,0.7132432227045014,34
Horacio Zeballos,0.7116264570687338,42
Daniil Medvedev,0.7100584588882027,52
Dustin Brown,0.7069023883746005,30
David Ferrer,0.7058058422568348,46
Fernando Verdasco,0.7057942669631764,54
Jiri Vesely,0.6993223518416792,50
Andrey Rublev,0.6977692622402031,39
Bernard Tomic,0.6949591795953469,30
Thiago Monteiro,0.6943740545164458,37
Paolo Lorenzi,0.6921582259846971,60
Fabio Fognini,0.6916403018782534,59
Donald Young,0.6911566823474041,47
Guido Pella,0.6892504322215496,35
Jordan Thompson,0.6864473679858273,30
Albert Ramos,0.6814221753666786,65
Adrian Mannarino,0.6806853357507042,60
Pablo Carreno Busta,0.6799374258167804,63
Thomaz Bellucci,0.6784474720371501,34
Gilles Simon,0.6766725021234247,41
Yuichi Sugita,0.6762606121381796,38
Dusan Lajovic,0.6759000583562508,40
Rogerio Dutra Silva,0.6747598691526099,31
Mikhail Youzhny,0.6729755778248807,30
Steve Darcis,0.6705961481570962,41
Damir Dzumhur,0.6653303740203842,61
Diego Schwartzman,0.6640400391645768,67
Nikoloz Basilashvili,0.6593731930029723,52
Carlos Berlocq,0.6516544734954461,33
