Player,First Serve Win %,num_matches
Wayne Arthurs,0.8234659712336593,33
Richard Krajicek,0.8220443665988514,42
Pete Sampras,0.8189237218492422,56
Mark Philippoussis,0.8074391894808262,66
Jan Michael Gambill,0.7996342169073004,61
Gustavo Kuerten,0.7937153696108553,86
Goran Ivanisevic,0.793204855333996,36
Cedric Pioline,0.787563219365522,52
Marat Safin,0.7836163393186205,100
Ivan Ljubicic,0.7818797046828044,45
Thomas Enqvist,0.7796613356295375,75
Tim Henman,0.776824973137899,83
Marc Rosset,0.7753106645812133,56
Thomas Johansson,0.7748262294558164,48
Patrick Rafter,0.7711930039622842,53
Alex Calatrava,0.768773165365575,30
Alex Corretja,0.7662281801281163,74
Greg Rusedski,0.7602693790225818,40
Wayne Ferreira,0.7598086930035788,65
Lleyton Hewitt,0.7573086797184185,80
Dominik Hrbaty,0.7553855819205263,73
Gianluca Pozzi,0.7551123757230905,50
David Prinosil,0.7539718498660553,42
Max Mirnyi,0.7532248231816898,59
Nicolas Escude,0.7489845707275835,51
Nicolas Kiefer,0.748258775763306,46
Karol Kucera,0.7474871921474291,52
Carlos Moya,0.74525734008624,53
Jason Stoltenberg,0.7429951098047831,35
Tommy Haas,0.7418886275046788,58
Justin Gimelstob,0.7401031534168752,30
Andre Agassi,0.7389625464598084,55
Davide Sanguinetti,0.7380145879968801,41
Magnus Norman,0.7358271188444726,94
Younes El Aynaoui,0.7336803429213822,64
Martin Damm Sr,0.7322970214533883,31
Chris Woodruff,0.7264548656853577,43
Nicolas Lapentti,0.7263133341210176,73
Yevgeny Kafelnikov,0.7261824372047814,102
Richard Fromberg,0.725940056961006,39
Roger Federer,0.7236764234556317,66
Sjeng Schalken,0.7230673819018675,65
Karim Alami,0.7221453276454387,53
Franco Squillari,0.7220719369523279,58
Jerome Golmard,0.7204492966388977,56
Marcelo Rios,0.7189126918768106,53
Andreas Vinciguerra,0.7179695785073185,50
Nicolas Massu,0.7146303699657084,52
Magnus Gustafsson,0.7143585640004905,31
Sebastien Grosjean,0.7129518444522678,71
Albert Portas,0.712491604752836,45
Mariano Zabaleta,0.7114553037012596,48
Galo Blanco,0.7081882385106131,32
Harel Levy,0.7053167768099523,34
Jonas Bjorkman,0.7051265958650551,55
Juan Ignacio Chela,0.7050339001676679,32
Byron Black,0.7043891191199311,55
Andrew Ilie,0.7038357633866476,48
Michael Chang,0.7025888223125631,68
Mariano Puerta,0.701512576521812,61
Rainer Schuettler,0.7004397871527385,52
Andrei Medvedev,0.6977534086881217,40
Mikael Tillstrom,0.6898594680422647,41
Andrei Pavel,0.6898455742245237,64
Arnaud Clement,0.6892664164158674,63
Hicham Arazi,0.689166027642458,59
Jeff Tarango,0.6882091899402729,36
Fabrice Santoro,0.6881139130751841,61
Albert Costa,0.6860116283836875,58
Juan Carlos Ferrero,0.6849356077122288,72
Francisco Clavet,0.6787893833456488,59
Markus Hantschk,0.6773850089287754,40
Fernando Meligeni,0.6768745258778174,40
Jiri Novak,0.6746120976995013,54
Sargis Sargsian,0.6729355981469334,41
Stefan Koubek,0.6712904361278377,57
Hernan Gumy,0.6687495724040872,31
Fernando Vicente,0.6674646264955023,56
Gaston Gaudio,0.6651668440667213,52
Paul Goldstein,0.6508093782919993,43
Sergi Bruguera,0.6506676509172324,32
Andre Sa,0.649898783129941,30
Vincent Spadea,0.6486335010906626,31
Felix Mantilla,0.6463926438585423,32
Slava Dosedel,0.6440897161232002,41
George Bastl,0.6437643073935362,40
Bohdan Ulihrach,0.6435232782017315,33
Alberto Martin,0.6368921966445571,50
Arnaud Di Pasquale,0.6360642656337636,42
Juan Antonio Marin,0.6282937195839835,32
Christophe Rochus,0.6192607089922639,38
