Player,Ace Rate,num_matches
Wayne Arthurs,0.17968403112454132,38
Ivan Ljubicic,0.17513751665525826,54
Mark Philippoussis,0.17462573692062427,58
Martin Verkerk,0.16300515323252407,50
Andy Roddick,0.14962583948284489,91
Mardy Fish,0.13694106831473585,64
Jan Michael Gambill,0.13076067349469273,47
Max Mirnyi,0.12389987112381583,69
Younes El Aynaoui,0.12093370476090742,68
Taylor Dent,0.11757379931568507,41
Xavier Malisse,0.11167720572763698,39
Gustavo Kuerten,0.11086643678830861,63
Thomas Enqvist,0.1107291614147578,40
Feliciano Lopez,0.10908893485191098,65
Antony Dupuis,0.10391617449997592,39
Robby Ginepri,0.10236079548513238,50
Agustin Calleri,0.09969802825936062,57
Roger Federer,0.09923421847260011,96
Kenneth Carlsen,0.09616520852735012,41
Nicolas Kiefer,0.09555827869465662,36
Fernando Gonzalez,0.0949213457293147,62
Wayne Ferreira,0.09476139789976856,45
Radek Stepanek,0.0917543552370108,52
Mario Ancic,0.08930972907144878,36
Raemon Sluiter,0.0889290121141878,45
Sebastien Grosjean,0.086833641974827,57
Lleyton Hewitt,0.08455068437737341,47
Paradorn Srichaphan,0.08446266437264248,79
Karol Beck,0.08257793545717702,34
Carlos Moya,0.07996195843779116,80
Arnaud Clement,0.07601767503286216,51
Andre Agassi,0.07555056531360362,57
Juan Carlos Ferrero,0.0749416164524408,88
Jurgen Melzer,0.07380834801146957,34
Jonas Bjorkman,0.07365233029607421,53
Albert Portas,0.07336180642559142,30
Karol Kucera,0.071200154516284,43
Vladimir Voltchkov,0.07069224747145507,30
James Blake,0.0685333821739055,58
Davide Sanguinetti,0.06841658267880858,41
Jose Acasuso,0.06822603131424083,30
Lars Burgsmuller,0.0674965140886748,42
Tim Henman,0.06743155282972434,48
Albert Costa,0.06623677211845794,44
Dominik Hrbaty,0.0659467415064142,52
Flavio Saretta,0.06530093102777862,46
Nicolas Massu,0.06214980128788608,56
Nicolas Lapentti,0.05949507976305819,48
Juan Ignacio Chela,0.05915926626188999,63
Paul Henri Mathieu,0.057779223350205695,39
Alex Corretja,0.0576412384391338,37
Sargis Sargsian,0.057249586721902467,54
Vincent Spadea,0.05595891073748331,59
Fernando Vicente,0.05593402733385416,49
Guillermo Coria,0.055898331744339794,78
Yevgeny Kafelnikov,0.054461696537878676,55
Jiri Novak,0.054271377176862784,74
Luis Horna,0.053981347466661896,39
Olivier Mutis,0.05274970286303901,34
Rainer Schuettler,0.05274122251604198,102
Brian Vahaly,0.05030512646539898,35
Hyung Taik Lee,0.05001004055196941,41
Felix Mantilla,0.04938683278741428,49
Mariano Zabaleta,0.049023810574072894,59
Gaston Gaudio,0.048719560214263186,66
Franco Squillari,0.04842225522340104,35
Hicham Arazi,0.047933822462386,45
Stefan Koubek,0.04703939019060565,47
Sjeng Schalken,0.04688460647967562,66
David Nalbandian,0.04592086911995983,63
Nikolay Davydenko,0.04586585084413418,63
Mikhail Youzhny,0.04576058492693889,56
Jarkko Nieminen,0.045649700009347594,70
Tommy Robredo,0.044340652182395496,64
Michel Kratochvil,0.04421917961696928,35
Fabrice Santoro,0.04095471395044352,40
David Ferrer,0.036323738457417896,47
David Sanchez,0.03595166827288541,50
Alberto Martin,0.03066552202737725,45
Christophe Rochus,0.028485045233513116,33
Olivier Rochus,0.02713532280110157,54
Jean Rene Lisnard,0.02417433293365547,35
Filippo Volandri,0.02354324071075215,37
