Player,First Serve Win %,num_matches
Ivo Karlovic,0.8487984491923275,46
Jo-Wilfried Tsonga,0.8046222085419802,75
Sam Querrey,0.800091808534389,64
Roger Federer,0.7993750659541132,73
Andy Roddick,0.7941941603411284,64
Ivan Ljubicic,0.790189101741805,55
Robin Soderling,0.7833127830770649,72
Tommy Haas,0.7756063487129556,49
Michael Llodra,0.7727893297961338,33
Andy Murray,0.7725864840081542,78
Fernando Gonzalez,0.7721749822954793,55
Mardy Fish,0.7707352683955,39
Benjamin Becker,0.7620600110577165,33
Lleyton Hewitt,0.7600675767834224,54
Gael Monfils,0.7590567604244645,62
Nicolas Almagro,0.754747096073367,54
Marin Cilic,0.7547470846570485,69
Marat Safin,0.7535435547768626,41
Leonardo Mayer,0.7533942690591392,36
Marcos Baghdatis,0.7516013542174386,40
Jeremy Chardy,0.7504895004194965,63
John Isner,0.7504361535491577,45
Juan Martin del Potro,0.7440947278878876,71
Gilles Simon,0.7440626305461545,74
Tomas Berdych,0.7427135589250573,62
Stan Wawrinka,0.740504208389088,51
James Blake,0.739851602820131,45
Dmitry Tursunov,0.7381092310209074,31
Janko Tipsarevic,0.7374843468241264,55
Philipp Petzschner,0.7353599882379676,40
Feliciano Lopez,0.7348626974500267,41
Jurgen Melzer,0.7342646608891761,65
Radek Stepanek,0.7331662323785317,68
Andreas Beck,0.7327059427983892,44
Novak Djokovic,0.732534185045345,97
Evgeny Korolev,0.7323284332356089,37
Fernando Verdasco,0.7314938632656145,77
Marc Gicquel,0.7310112949161297,46
Jose Acasuso,0.727913406188258,42
Richard Gasquet,0.723067980464969,38
Nikolay Davydenko,0.7230017578638783,76
Igor Andreev,0.7214798838989926,60
Pablo Cuevas,0.7199800009066382,34
Rafael Nadal,0.7193184267116747,82
Mikhail Youzhny,0.7190264069219862,70
Sergiy Stakhovsky,0.7186294356779721,30
Ernests Gulbis,0.7176583147264883,46
Tommy Robredo,0.715001354624067,71
Albert Montanes,0.7141658388687365,46
Paul Henri Mathieu,0.7140853873012868,57
Thomaz Bellucci,0.7137998129948604,39
Philipp Kohlschreiber,0.7023355621889306,67
David Ferrer,0.7019774783039544,70
Viktor Troicki,0.7017441975923042,61
Simon Greul,0.7011033843374921,30
Arnaud Clement,0.6994300406174926,34
Julien Benneteau,0.6988319779514016,54
Guillermo Garcia Lopez,0.6986078051132523,55
Denis Istomin,0.6976750794530244,34
Victor Hanescu,0.6973239754292295,60
Robby Ginepri,0.6945337320014159,34
Fabrice Santoro,0.6925748515010218,35
Simone Bolelli,0.689904031905329,39
Andreas Seppi,0.6885750716295364,55
Florent Serra,0.6824687907582251,53
Frederico Gil,0.682343209853299,36
Mischa Zverev,0.6802764345301279,39
Juan Carlos Ferrero,0.6767384714739639,55
Teymuraz Gabashvili,0.6742013380318113,37
Yen Hsun Lu,0.672717272316736,33
Juan Monaco,0.6667120423952198,62
Potito Starace,0.6651331157110624,40
Oscar Hernandez,0.6627829910830475,42
Jan Hernych,0.6607209296464466,35
Dudi Sela,0.6595263578108924,40
Rainer Schuettler,0.6560425643261798,46
Martin Vassallo Arguello,0.6555018248176002,41
Igor Kunitsyn,0.6550207159424344,47
Christophe Rochus,0.6444253032880267,43
Fabio Fognini,0.6443532887926721,46
Marcel Granollers,0.6418527366513155,41
