Player,Ace Rate,num_matches
Hubert Hurkacz,0.15498681462315636,37
Taylor Fritz,0.13579083859569013,32
Grigor Dimitrov,0.11322783576580664,32
Felix Auger Aliassime,0.10992575797758634,30
Alexander Zverev,0.10488963070863053,37
Andrey Rublev,0.09624347975242077,31
Alejandro Tabilo,0.09473835244386095,30
Holger Rune,0.08778214786002117,31
Stefanos Tsitsipas,0.08395752275997224,33
Jannik Sinner,0.07494503485501235,31
Casper Ruud,0.06831595054973345,44
Daniil Medvedev,0.06634641247017019,31
Alex De Minaur,0.0659910925005117,35
Sebastian Baez,0.032548408307488834,34
