Player,First Serve %,num_matches
Juan Monaco,0.7445173892444698,32
Rafael Nadal,0.7068408165407464,55
John Isner,0.693233826143914,54
Guido Pella,0.6799477227605799,39
Dusan Lajovic,0.6709112012761611,42
Damir Dzumhur,0.6649730221572878,45
Nick Kyrgios,0.6620492574056963,55
Roberto Bautista Agut,0.6551206301247394,74
Bernard Tomic,0.6544855148796596,54
Novak Djokovic,0.6486034578130639,75
Jiri Vesely,0.6466795476032334,44
Gael Monfils,0.6430984280657541,62
Juan Martin del Potro,0.6430919346070169,44
Grigor Dimitrov,0.6419472857678509,66
Fernando Verdasco,0.640364663150957,55
Milos Raonic,0.6392960460620971,71
Ivo Karlovic,0.6374819848198711,56
Rajeev Ram,0.6354557150914409,31
Denis Istomin,0.6348507348204683,30
John Millman,0.6339112562832259,40
Joao Sousa,0.6328507946893681,60
Marcel Granollers,0.6294762166260525,47
Albert Ramos,0.6284563867351065,65
Borna Coric,0.6230766603176607,47
Diego Schwartzman,0.6159048701204449,34
Pablo Carreno Busta,0.6155740044454215,67
Richard Gasquet,0.6150592456094552,53
Dominic Thiem,0.6144617480936618,84
Alexander Zverev,0.6141676213276418,68
David Ferrer,0.6134752989250171,59
Viktor Troicki,0.6122403771959665,63
Steve Johnson,0.6101990610560697,58
Gilles Muller,0.6065606274773194,59
Nicolas Mahut,0.6065365390520299,43
Kei Nishikori,0.6064026811755139,80
Lukas Rosol,0.6041565993692253,40
Pablo Cuevas,0.6039173447333012,57
Jo-Wilfried Tsonga,0.6030490319730736,54
Adrian Mannarino,0.5991141083442186,54
Philipp Kohlschreiber,0.5968559144012254,55
David Goffin,0.5967857617335781,74
Mikhail Youzhny,0.5941271719119424,37
Andy Murray,0.5934321155439887,89
Kevin Anderson,0.5917560844227153,38
Mikhail Kukushkin,0.5914647333078069,35
Jeremy Chardy,0.5899328351477577,38
Kyle Edmund,0.5891915902600725,42
Sam Querrey,0.5859046544710516,51
Robin Haase,0.5849966333149852,36
Vasek Pospisil,0.5833572898473857,33
Gilles Simon,0.5827240158014462,59
Stan Wawrinka,0.5822138646464016,64
Federico Delbonis,0.5814110549607483,51
Jack Sock,0.5800232995365088,58
Feliciano Lopez,0.5784639491344779,55
Teymuraz Gabashvili,0.5764926883708433,35
Donald Young,0.5755382471955401,39
Aljaz Bedene,0.5742375985233079,31
Tomas Berdych,0.5730845979980893,60
Thomaz Bellucci,0.5730527282742149,43
Alexandr Dolgopolov,0.5701104637355441,35
Andreas Seppi,0.5697838822488482,45
Paolo Lorenzi,0.5688194273411585,51
Taylor Fritz,0.5683233339162301,37
Illya Marchenko,0.5666354448641668,37
Fabio Fognini,0.5623919038596753,49
Guillermo Garcia Lopez,0.5619009139863606,53
Marin Cilic,0.5558247164888779,73
Paul Henri Mathieu,0.5554187238926899,38
Lucas Pouille,0.5506937899241791,57
Andrey Kuznetsov,0.5493524595899001,51
Nicolas Almagro,0.5396874563490027,44
Jan Lennard Struff,0.5321913428363136,31
Stephane Robert,0.5294018759189124,32
Malek Jaziri,0.5292623790223592,39
Marcos Baghdatis,0.5227481936611491,49
Inigo Cervantes Huegun,0.5021550896766722,36
Benoit Paire,0.4959829752118814,55
