Player,First Serve %,num_matches
John Isner,0.6895032301262516,58
Marco Cecchinato,0.6835875463396682,46
Denis Istomin,0.6787207881617475,33
Gael Monfils,0.6649100192081471,50
Novak Djokovic,0.6639147617033502,66
Pablo Carreno Busta,0.6632542532394641,53
Juan Martin del Potro,0.6558726623562835,61
Jiri Vesely,0.6545403000478481,34
Rafael Nadal,0.6528537710131582,49
Radu Albot,0.6516051282145656,35
Nick Kyrgios,0.6473185141954156,40
Dusan Lajovic,0.6468232744058712,48
Mikhail Kukushkin,0.6455052558820299,43
Cameron Norrie,0.6442341321823257,37
Borna Coric,0.6437493677060577,60
Guido Pella,0.6435287019285588,47
Alexander Zverev,0.642761791879188,79
Karen Khachanov,0.6422947218812007,66
Kevin Anderson,0.6415756606825468,69
Damir Dzumhur,0.6391676130534932,56
Roberto Bautista Agut,0.6366389558096551,53
Adrian Mannarino,0.6337995905200225,56
Nicolas Jarry,0.6328970509335385,50
Fernando Verdasco,0.6313469048385734,61
Filip Krajinovic,0.6305427183583917,31
Milos Raonic,0.629076186704344,51
Jeremy Chardy,0.6274948360604279,47
Roberto Carballes Baena,0.6255191644298305,31
Matteo Berrettini,0.6214128231129022,38
Hyeon Chung,0.6194642722889437,47
Roger Federer,0.6179209279454763,61
Fabio Fognini,0.6178485524459338,70
Philipp Kohlschreiber,0.6176722024721045,48
Leonardo Mayer,0.6171932361051002,47
Pierre Hugues Herbert,0.6162266110606038,45
Richard Gasquet,0.6162179506259879,59
David Goffin,0.6149903603340348,46
Grigor Dimitrov,0.6138004416448893,44
Frances Tiafoe,0.6134540478601677,55
Evgeny Donskoy,0.6134381113613037,36
Jack Sock,0.6118593133729712,31
Maximilian Marterer,0.6105730293290557,41
Diego Schwartzman,0.6105152097142154,59
John Millman,0.6099752276450753,38
Feliciano Lopez,0.6090268006387605,43
Tennys Sandgren,0.6089231235914435,36
Albert Ramos,0.6059091399313465,49
Gilles Simon,0.6052922930441719,57
Guillermo Garcia Lopez,0.6050875090489095,39
Alex De Minaur,0.6049299904119975,52
Joao Sousa,0.601712295619534,53
Taylor Fritz,0.6010756142590409,43
Kei Nishikori,0.5997931448989372,64
Andrey Rublev,0.5968476046105141,43
Matthew Ebden,0.5967525038082723,41
Kyle Edmund,0.5961179084877969,59
Mischa Zverev,0.5958454621758212,48
Pablo Cuevas,0.5953570231923327,33
Marius Copil,0.5952575895158099,40
Taro Daniel,0.594307759070326,35
Ryan Harrison,0.5935128129787055,43
Stan Wawrinka,0.5927512872048712,34
Mirza Basic,0.591138224361899,33
Yuichi Sugita,0.5885527171301211,32
Marin Cilic,0.5878775910491909,65
Dominic Thiem,0.5875963931723441,75
Stefanos Tsitsipas,0.5857252523931255,73
Andreas Seppi,0.5841356729501509,47
Nikoloz Basilashvili,0.5806315005537189,57
Sam Querrey,0.5799030646046107,46
Robin Haase,0.5791276787863845,55
Daniil Medvedev,0.5786418771937585,65
Steve Johnson,0.5770164709647229,51
Aljaz Bedene,0.5762622487023701,38
Denis Shapovalov,0.571706903379834,63
Lucas Pouille,0.5635917573226974,46
Jan Lennard Struff,0.5620126057810491,48
Marton Fucsovics,0.5546457906814983,50
Malek Jaziri,0.542435665940742,44
Peter Gojowczyk,0.5419788483474001,48
Jared Donaldson,0.5262961856917082,33
Benoit Paire,0.510979366390677,55
