Player,Break Point Save %,num_matches
Andy Roddick,0.743393300248139,91
Roger Federer,0.7048827165795492,96
Younes El Aynaoui,0.7008120480342703,68
Taylor Dent,0.6987820700602655,41
Andre Agassi,0.6968649984274985,57
Mark Philippoussis,0.6881980374794545,58
Feliciano Lopez,0.6869664445032092,65
Jan Michael Gambill,0.6869493810283284,47
Carlos Moya,0.6846239739096882,80
Jonas Bjorkman,0.6843744902440555,53
Mardy Fish,0.6801061030472795,64
Lleyton Hewitt,0.6780603755061959,47
Max Mirnyi,0.6766702500398152,69
Guillermo Coria,0.6720764634901257,78
Gustavo Kuerten,0.6717757738066663,63
Wayne Ferreira,0.662011337011337,45
Agustin Calleri,0.6582142587350921,57
Ivan Ljubicic,0.6536215255332902,54
Sebastien Grosjean,0.6502685537679939,57
Wayne Arthurs,0.6500311516440548,38
Martin Verkerk,0.6447342708970616,50
Fernando Gonzalez,0.6418154145441944,62
Albert Costa,0.637593617682627,44
Radek Stepanek,0.63380966578641,52
Hicham Arazi,0.6291447291447292,45
Juan Carlos Ferrero,0.6233051236957486,88
Paradorn Srichaphan,0.6221893697700149,79
Franco Squillari,0.6148392534538046,35
Antony Dupuis,0.6134894517247458,39
Davide Sanguinetti,0.6125541125541125,41
Mario Ancic,0.6125533692497979,36
Arnaud Clement,0.610367037764736,51
Mariano Zabaleta,0.6096770982640548,59
Rainer Schuettler,0.6096073589250978,102
Robby Ginepri,0.6084286035601825,50
Tim Henman,0.607185966488292,48
Jarkko Nieminen,0.6071827588708024,70
Luis Horna,0.6064338992568657,39
Fernando Vicente,0.6046329058654247,49
Flavio Saretta,0.6046138673847652,46
Raemon Sluiter,0.6044899891774891,45
Karol Kucera,0.604338496313134,43
Thomas Enqvist,0.6038690699981022,40
Mikhail Youzhny,0.602739898989899,56
Stefan Koubek,0.6023004773004773,47
Nicolas Kiefer,0.599246509008818,36
Gaston Gaudio,0.5989690559991793,66
Nicolas Massu,0.5975231838868202,56
Vincent Spadea,0.5954228311371168,59
Dominik Hrbaty,0.5952701732022155,52
Nikolay Davydenko,0.5952208799431021,63
Jiri Novak,0.5935914838457211,74
Nicolas Lapentti,0.5935055935055935,48
Sjeng Schalken,0.5929619646600779,66
James Blake,0.5910425754369854,58
Filippo Volandri,0.5847228040776428,37
Kenneth Carlsen,0.5839248873731633,41
Jurgen Melzer,0.5831743701419159,34
Alex Corretja,0.5830785123137097,37
Sargis Sargsian,0.5824579690267062,54
David Nalbandian,0.5808890415622582,63
Olivier Mutis,0.5803003358440665,34
Lars Burgsmuller,0.57902769744875,42
Juan Ignacio Chela,0.5779538876761099,63
David Ferrer,0.5768278748541906,47
Tommy Robredo,0.5766544926267149,64
Hyung Taik Lee,0.5757454784146514,41
Jose Acasuso,0.5753339891631747,30
Christophe Rochus,0.56534398141541,33
Alberto Martin,0.5609544747232716,45
Jean Rene Lisnard,0.5576597888200759,35
David Sanchez,0.557511372317522,50
Brian Vahaly,0.5568421595765346,35
Olivier Rochus,0.55674386317979,54
Yevgeny Kafelnikov,0.5564622414622414,55
Michel Kratochvil,0.5525131513366808,35
Felix Mantilla,0.551732628826282,49
Albert Portas,0.5511548442220711,30
Vladimir Voltchkov,0.5446022727272727,30
Xavier Malisse,0.5326803215458678,39
Fabrice Santoro,0.5300506604360359,40
Paul Henri Mathieu,0.5269363806128512,39
Karol Beck,0.5217579152873271,34
