Player,First Serve %,num_matches
Slava Dosedel,0.6926293490188132,41
Mariano Puerta,0.6683342258940882,61
George Bastl,0.6631690887557599,40
Jiri Novak,0.6554018533430951,54
Arnaud Di Pasquale,0.6549901942601188,42
Patrick Rafter,0.6445063590281653,53
Max Mirnyi,0.6428413672590167,59
Andrei Pavel,0.6421943219859031,64
Alberto Martin,0.6360335904624532,50
Francisco Clavet,0.6355977820700145,59
Magnus Norman,0.6281184533246192,94
Magnus Gustafsson,0.6250695729213075,31
Paul Goldstein,0.6234693120993913,43
Pete Sampras,0.6218796960407643,56
Byron Black,0.6215651404066745,55
Jonas Bjorkman,0.6196670968165595,55
Andre Agassi,0.6181407782746375,55
Mikael Tillstrom,0.6170069671414303,41
Hernan Gumy,0.6165225749856608,31
Younes El Aynaoui,0.61390109595961,64
Albert Costa,0.6109288425952293,58
Gaston Gaudio,0.6088556901085906,52
Sargis Sargsian,0.6084566453494514,41
Felix Mantilla,0.60465127963458,32
Sergi Bruguera,0.6022975757513706,32
Richard Fromberg,0.601482738849765,39
Stefan Koubek,0.6001549494559356,57
Chris Woodruff,0.5955001831836734,43
Fernando Vicente,0.5912539876435952,56
Roger Federer,0.5899158602027508,66
Justin Gimelstob,0.5864563147219587,30
Bohdan Ulihrach,0.5849311538710931,33
Martin Damm Sr,0.5846111401029265,31
Andre Sa,0.583941242808907,30
Hicham Arazi,0.5821494559866329,59
Arnaud Clement,0.5821153623280966,63
Jeff Tarango,0.5820589303004245,36
Greg Rusedski,0.5800724272827588,40
Sebastien Grosjean,0.5792707167057892,71
Richard Krajicek,0.5790441552844026,42
Juan Carlos Ferrero,0.5786463255012939,72
Fernando Meligeni,0.5762758085073297,40
Rainer Schuettler,0.5753605220466824,52
Nicolas Lapentti,0.5747603522094148,73
Christophe Rochus,0.573981497334207,38
Alex Calatrava,0.5732373939603287,30
Marc Rosset,0.570985104742615,56
Markus Hantschk,0.570183569892962,40
Andrei Medvedev,0.5691368881726669,40
Jason Stoltenberg,0.5687108705306977,35
Mark Philippoussis,0.5661262014750282,66
Jerome Golmard,0.5659744883285205,56
Sjeng Schalken,0.5635276434816696,65
Karim Alami,0.5612814825564503,53
Andreas Vinciguerra,0.5570575560783161,50
Michael Chang,0.5561717336047532,68
Harel Levy,0.5551997251788503,34
Fabrice Santoro,0.5546063154165572,61
Jan Michael Gambill,0.553971201457436,61
Tim Henman,0.5492943973301907,83
Yevgeny Kafelnikov,0.5478543925917155,102
Nicolas Massu,0.5456978665057461,52
Juan Antonio Marin,0.5453455467208181,32
Wayne Ferreira,0.5449887186982046,65
Carlos Moya,0.5448809951895291,53
Juan Ignacio Chela,0.5435423286753351,32
Marcelo Rios,0.5429652334687428,53
Thomas Enqvist,0.5427872375085413,75
Dominik Hrbaty,0.5426703629998308,73
Tommy Haas,0.5398167082410877,58
Ivan Ljubicic,0.5384853566318271,45
Gustavo Kuerten,0.5377007786376283,86
Franco Squillari,0.5357410268800045,58
Galo Blanco,0.5348199215977604,32
Davide Sanguinetti,0.5333212144066068,41
Cedric Pioline,0.5305030908426781,52
Andrew Ilie,0.5257118741573742,48
Nicolas Kiefer,0.5248817674275653,46
Wayne Arthurs,0.5248763923955512,33
Lleyton Hewitt,0.5247866959478341,80
Albert Portas,0.5242397410255977,45
David Prinosil,0.5227307420432755,42
Karol Kucera,0.5213572096118512,52
Goran Ivanisevic,0.5184841903594161,36
Marat Safin,0.5162502574951802,100
Nicolas Escude,0.5146030418181718,51
Vincent Spadea,0.5130035424366962,31
Mariano Zabaleta,0.49561191720775793,48
Alex Corretja,0.49259749441374195,74
Thomas Johansson,0.4790153610655747,48
Gianluca Pozzi,0.46241824265741777,50
