Player,First Serve Win %,num_matches
Milos Raonic,0.8280931013370868,68
Vasek Pospisil,0.8056798291453178,35
John Isner,0.7939149583092727,63
Nicolas Almagro,0.7860936325502288,65
Sam Querrey,0.7855874642806093,50
Tomas Berdych,0.7804206086075589,80
Ernests Gulbis,0.7721865510761708,55
Roger Federer,0.7708195640538824,62
Grigor Dimitrov,0.7698573146909857,60
Marin Cilic,0.7692045922034307,39
Jerzy Janowicz,0.7649716844196565,47
Kevin Anderson,0.7630257085539467,60
Novak Djokovic,0.762587243078246,83
Jo-Wilfried Tsonga,0.7612145703077987,55
Juan Martin del Potro,0.7570830615814058,68
Alexandr Dolgopolov,0.7565217624613111,52
Marcos Baghdatis,0.7526976293950776,37
Ivan Dodig,0.751297949418363,60
Igor Sijsling,0.7489284729418917,45
Philipp Kohlschreiber,0.748630137298915,60
Feliciano Lopez,0.7477908780648821,50
Andy Murray,0.7475506805140697,51
Tommy Haas,0.7475227321234513,71
Stan Wawrinka,0.74349893027548,75
Dmitry Tursunov,0.7426354676014713,53
Richard Gasquet,0.7408527659640497,73
Benoit Paire,0.7401086069060334,62
Rafael Nadal,0.7377024100443079,83
Jeremy Chardy,0.7370524149767156,47
Daniel Brands,0.7291754181660339,47
Fernando Verdasco,0.7275489979771035,53
Evgeny Donskoy,0.722332667260772,33
Denis Istomin,0.7204903803045579,62
Lukas Rosol,0.7193861018236648,50
Janko Tipsarevic,0.7182718458078159,44
Robin Haase,0.7181944835006194,56
Tommy Robredo,0.7161180060119714,56
Gael Monfils,0.7137586836947029,55
Daniel Gimeno Traver,0.7113657297221041,41
Bernard Tomic,0.7108474045046476,47
Mikhail Youzhny,0.7099726288833542,63
Grega Zemlja,0.7097863610269416,34
Edouard Roger-Vasselin,0.7088346533689428,49
Andreas Seppi,0.7083734096087342,59
Viktor Troicki,0.7048565105013092,38
David Ferrer,0.7044533760209291,87
Ryan Harrison,0.7038112097641093,32
Carlos Berlocq,0.7035112063556448,54
Xavier Malisse,0.7034521100127862,32
Yen Hsun Lu,0.7012605280101569,35
Guillermo Garcia Lopez,0.7008623099043918,42
Lleyton Hewitt,0.7005417452464451,42
Julien Benneteau,0.7003702244927457,52
Radek Stepanek,0.692852860245085,33
Marinko Matosevic,0.6925147370754298,44
Horacio Zeballos,0.6922978159709714,38
Albert Ramos,0.691343826002659,43
Santiago Giraldo,0.6910621671596182,41
Gilles Simon,0.6897038090679729,60
Kei Nishikori,0.6886585794024278,55
Victor Hanescu,0.6873394422985997,44
Leonardo Mayer,0.6863328484648193,32
Marcel Granollers,0.6850649872216087,51
Lukas Lacko,0.684484143772151,31
Florian Mayer,0.6836661636779149,55
Joao Sousa,0.6798727034517777,30
Lukasz Kubot,0.6778288293765112,31
Paolo Lorenzi,0.6774531702895519,38
Jarkko Nieminen,0.674232643572515,59
Martin Klizan,0.6732095827246071,36
Jurgen Melzer,0.6718092828697199,52
Albert Montanes,0.6709442079713991,37
Fabio Fognini,0.668784620511283,69
Tobias Kamke,0.6686607356712649,39
Alejandro Falla,0.665452465546584,37
Nikolay Davydenko,0.6600229531780003,45
Juan Monaco,0.6521604533699847,48
Pablo Andujar,0.6515113311607388,49
David Goffin,0.6508450173946854,34
Roberto Bautista Agut,0.6497748059429328,48
