Player,First Serve %,num_matches
Pablo Carreno Busta,0.6911603518490845,57
Jaume Munar,0.6832588528801087,31
John Isner,0.6829808315127396,37
Alexander Zverev,0.6784100765860213,75
Alejandro Davidovich Fokina,0.6782156082223884,50
Mikael Ymer,0.6769177238002385,38
Lorenzo Musetti,0.6762725529401636,43
Dusan Lajovic,0.6752757641031045,46
Marco Cecchinato,0.6683143342159413,37
Lloyd Harris,0.6662662347599527,53
Cameron Norrie,0.6627382539644974,77
Lorenzo Sonego,0.6612329632837608,54
Yoshihito Nishioka,0.6605207804524967,33
Roberto Bautista Agut,0.6557297884303032,55
Pedro Martinez,0.6527813175683075,36
Reilly Opelka,0.6522929577413138,44
Emil Ruusuvuori,0.6481739386460704,45
Novak Djokovic,0.6462069319985027,63
Sebastian Korda,0.6449199074705364,49
Kei Nishikori,0.6432174924714643,45
Matteo Berrettini,0.6430833382688389,55
Mackenzie Mcdonald,0.6425559121851026,37
Casper Ruud,0.6422574256244183,76
Hubert Hurkacz,0.641192803714671,60
Egor Gerasimov,0.6391562412278131,40
Federico Coria,0.6387217911444404,34
Pablo Andujar,0.6369130241104047,30
Grigor Dimitrov,0.6364892539385832,42
Diego Schwartzman,0.6334704926869584,61
Arthur Rinderknech,0.6324605439064365,35
Ugo Humbert,0.6314234308995637,39
Felix Auger Aliassime,0.6294789113268884,62
Karen Khachanov,0.6291056345033331,59
Federico Delbonis,0.6289180062497234,48
Daniil Medvedev,0.6289079915288406,76
Stefanos Tsitsipas,0.6277955511939931,75
Filip Krajinovic,0.6270055467808477,43
Albert Ramos,0.6264879742569168,49
Carlos Alcaraz,0.6257759871635298,49
John Millman,0.6248388326729851,50
Daniel Evans,0.6235402026114595,48
Jeremy Chardy,0.6211509326866316,38
Cristian Garin,0.6184628431913041,40
Miomir Kecmanovic,0.6150650915328165,40
Gael Monfils,0.6147505169778351,37
Ilya Ivashka,0.6143217541977501,48
Dominik Koepfer,0.6122951821500552,48
Andrey Rublev,0.6117017627414366,78
Frances Tiafoe,0.6103244531395215,57
Alex De Minaur,0.6078590117198832,50
Ricardas Berankis,0.6073065259593027,32
Tommy Paul,0.6007091370421855,48
Soon Woo Kwon,0.6003751505786462,34
Fabio Fognini,0.5978625222205185,46
Jannik Sinner,0.595624570404338,72
Marton Fucsovics,0.5952289779620279,51
Marcos Giron,0.595015324461201,43
Alexei Popyrin,0.5949750516715205,44
Aslan Karatsev,0.5940576098232933,54
Laslo Djere,0.5932869848467963,49
Richard Gasquet,0.591319360503002,32
Denis Shapovalov,0.5906223575739935,54
Taylor Fritz,0.5896238380233109,56
Gianluca Mager,0.5865550090303977,39
Adrian Mannarino,0.5839948548731331,40
Jordan Thompson,0.5829420821053201,42
Marin Cilic,0.5828459706868464,56
James Duckworth,0.5737809308814764,41
Alexander Bublik,0.5727734677935535,65
Stefano Travaglia,0.5668220155777831,31
Jan Lennard Struff,0.5660345268238741,57
Nikoloz Basilashvili,0.5655024484150418,61
Feliciano Lopez,0.5557091889213532,31
Aljaz Bedene,0.541777771330091,30
Benoit Paire,0.5354094924958942,43
