Player,First Serve Win %,num_matches
Andy Roddick,0.8060457530230264,91
Mardy Fish,0.7999861546113906,64
Mark Philippoussis,0.7972008922956718,58
Wayne Arthurs,0.7873446458277247,38
Taylor Dent,0.7867617636251188,41
Ivan Ljubicic,0.7840235374898854,54
Max Mirnyi,0.7809067812453212,69
Roger Federer,0.7737629545425188,96
Martin Verkerk,0.7727241220361586,50
Lleyton Hewitt,0.7671349124708596,47
Agustin Calleri,0.766774136830333,57
Gustavo Kuerten,0.7641211446464756,63
Andre Agassi,0.7624900162057243,57
Younes El Aynaoui,0.7541556274130674,68
Thomas Enqvist,0.7526286650822844,40
Carlos Moya,0.7512370286463776,80
Jan Michael Gambill,0.7503866003605789,47
Paradorn Srichaphan,0.7478175024836884,79
Feliciano Lopez,0.7460013078450141,65
Jonas Bjorkman,0.7447435325424422,53
Xavier Malisse,0.7443480626172786,39
Sebastien Grosjean,0.741597810633544,57
Fernando Gonzalez,0.7383873852684707,62
Wayne Ferreira,0.7328597888265327,45
Kenneth Carlsen,0.7321635629426649,41
Nicolas Kiefer,0.730645883738998,36
Juan Carlos Ferrero,0.7294198575692176,88
Antony Dupuis,0.7280944426267231,39
Radek Stepanek,0.7272951280972814,52
Tim Henman,0.7269418878622866,48
Robby Ginepri,0.7256564217279701,50
Arnaud Clement,0.7252520249698305,51
Mario Ancic,0.7216029101718885,36
Dominik Hrbaty,0.7187912276694953,52
Rainer Schuettler,0.7119344873487815,102
Karol Kucera,0.7107934689669957,43
James Blake,0.7093896846947627,58
Raemon Sluiter,0.7092702618350635,45
Guillermo Coria,0.7088793226896788,78
Karol Beck,0.7037489573263831,34
Yevgeny Kafelnikov,0.7029540330470927,55
Paul Henri Mathieu,0.6999491830355407,39
Jiri Novak,0.6998636675367299,74
Albert Costa,0.6996953528820102,44
Lars Burgsmuller,0.6993351370873467,42
Nicolas Massu,0.6980360839459255,56
Juan Ignacio Chela,0.697191367624214,63
Mariano Zabaleta,0.6964834856709967,59
Sargis Sargsian,0.6952870250169864,54
David Nalbandian,0.6943653330247366,63
Hicham Arazi,0.6940510056728116,45
Davide Sanguinetti,0.6938800231168739,41
Vincent Spadea,0.6934790842608801,59
Sjeng Schalken,0.692147604532284,66
Flavio Saretta,0.6916612979800223,46
Nicolas Lapentti,0.6898631439853673,48
Jose Acasuso,0.685972651053211,30
Luis Horna,0.6857522835313611,39
Franco Squillari,0.6843020202701038,35
Alex Corretja,0.6826772916994096,37
Hyung Taik Lee,0.680856033893187,41
Fernando Vicente,0.6799035093182874,49
Michel Kratochvil,0.6776502513461631,35
Olivier Mutis,0.674795910994817,34
Jurgen Melzer,0.6744225744828559,34
Albert Portas,0.672092562158167,30
Mikhail Youzhny,0.671236372887536,56
Fabrice Santoro,0.6701056146866854,40
Tommy Robredo,0.6691925037219365,64
Felix Mantilla,0.6688333269730211,49
Gaston Gaudio,0.6685320527860028,66
Vladimir Voltchkov,0.6645631648868835,30
Alberto Martin,0.6637147710025566,45
Jarkko Nieminen,0.6625373598698817,70
Olivier Rochus,0.6516343769113941,54
Stefan Koubek,0.6495311852515145,47
Nikolay Davydenko,0.646532679883428,63
Brian Vahaly,0.6464298865308256,35
Filippo Volandri,0.6424506142262029,37
Jean Rene Lisnard,0.6370082965886498,35
David Ferrer,0.6320665250401534,47
David Sanchez,0.630371671312581,50
Christophe Rochus,0.6180648204036435,33
