Player,Ace Rate,num_matches
Milos Raonic,0.20013108116052244,68
John Isner,0.19769151924458056,63
Sam Querrey,0.1574170760838912,50
Kevin Anderson,0.13944534768777697,60
Feliciano Lopez,0.13757963618417468,50
Nicolas Almagro,0.13116496791496213,65
Vasek Pospisil,0.13079544182367756,35
Jerzy Janowicz,0.12859046737983737,47
Ivan Dodig,0.11966729416122371,60
Grigor Dimitrov,0.11817986542145549,60
Igor Sijsling,0.11806254504118305,45
Daniel Brands,0.11428551909046261,47
Benoit Paire,0.11277556083583551,62
Marin Cilic,0.11227318997863289,39
Tomas Berdych,0.1067296268983252,80
Jo-Wilfried Tsonga,0.10365050389781374,55
Ernests Gulbis,0.10130025419668261,55
Jeremy Chardy,0.10066280131630898,47
Gael Monfils,0.1006161591315331,55
Alexandr Dolgopolov,0.09688425680055535,52
Juan Martin del Potro,0.09550674740266371,68
Marcos Baghdatis,0.09537103948527371,37
Bernard Tomic,0.09386607375355514,47
Dmitry Tursunov,0.09239808967135087,53
Philipp Kohlschreiber,0.0919828035642883,60
Xavier Malisse,0.09176438068697108,32
Grega Zemlja,0.09050422962225589,34
Andy Murray,0.09027678465233195,51
Lukas Rosol,0.08888535761450683,50
Roger Federer,0.0882571626697969,62
Viktor Troicki,0.08820877775243453,38
Novak Djokovic,0.08760489096713477,83
Ryan Harrison,0.0872409940915201,32
Stan Wawrinka,0.08690793368898463,75
Denis Istomin,0.08125554583504523,62
Janko Tipsarevic,0.08104289873788242,44
Tommy Haas,0.07995065985482605,71
Richard Gasquet,0.07959643909938409,73
Julien Benneteau,0.07940109938262058,52
Martin Klizan,0.07703237605715368,36
Lukas Lacko,0.07647267527571038,31
Lukasz Kubot,0.07600525382627987,31
Fernando Verdasco,0.07486702892524882,53
Robin Haase,0.0738126094249932,56
Evgeny Donskoy,0.07232524137979396,33
Daniel Gimeno Traver,0.07089607300477772,41
Lleyton Hewitt,0.06977695797306457,42
Horacio Zeballos,0.06962060528299917,38
Alejandro Falla,0.06719827767096241,37
Radek Stepanek,0.06658942106689139,33
Andreas Seppi,0.06554984120427768,59
Florian Mayer,0.06302012801158523,55
Leonardo Mayer,0.06197166681590685,32
Marinko Matosevic,0.06153777353312396,44
Santiago Giraldo,0.06038859748815685,41
Tommy Robredo,0.05893851062267782,56
Jurgen Melzer,0.05877234514407428,52
Marcel Granollers,0.057356900146233375,51
Mikhail Youzhny,0.05735032147225059,63
Gilles Simon,0.05703533914913545,60
Victor Hanescu,0.056861587219203466,44
Yen Hsun Lu,0.05593057230097867,35
Albert Montanes,0.055557713001346445,37
Albert Ramos,0.05274390242371371,43
Edouard Roger-Vasselin,0.05129076724387118,49
Guillermo Garcia Lopez,0.050934596835676645,42
Carlos Berlocq,0.050428223944939836,54
Paolo Lorenzi,0.046034228807410336,38
Rafael Nadal,0.046006370857235156,83
David Ferrer,0.04498775483618665,87
Kei Nishikori,0.04343305259539284,55
David Goffin,0.041966557481069554,34
Fabio Fognini,0.04011695716956767,69
Jarkko Nieminen,0.0394545270488129,59
Joao Sousa,0.03853133972592736,30
Nikolay Davydenko,0.03764029365972856,45
Tobias Kamke,0.03741965627451738,39
Roberto Bautista Agut,0.03506702076007597,48
Juan Monaco,0.034808154421234506,48
Pablo Andujar,0.027585222458995105,49
