Player,First Serve Win %,num_matches
Matteo Berrettini,0.7981957641834728,55
Daniil Medvedev,0.7924969241431942,76
John Isner,0.7832799543367278,37
Marin Cilic,0.7827486698206885,56
Denis Shapovalov,0.781720578929225,54
Andrey Rublev,0.7782381938260301,78
Alexander Zverev,0.7771012863976744,75
Reilly Opelka,0.7742412972227666,44
Feliciano Lopez,0.7729002328640766,31
Felix Auger Aliassime,0.7726551563225972,62
Novak Djokovic,0.7724208310169288,63
Stefanos Tsitsipas,0.7719303549795685,75
Alexander Bublik,0.7714965527591169,65
Lloyd Harris,0.7649230081596432,53
Arthur Rinderknech,0.7571863130650188,35
Aljaz Bedene,0.7563491660357496,30
Hubert Hurkacz,0.7551257871707192,60
Taylor Fritz,0.7530428725835308,56
Ugo Humbert,0.7518326090727061,39
Gael Monfils,0.7514899335435867,37
Alexei Popyrin,0.7502004034459246,44
Ilya Ivashka,0.7452707336629469,48
Grigor Dimitrov,0.7435129763547295,42
Jan Lennard Struff,0.7415772529343735,57
Casper Ruud,0.7385504574425932,76
Aslan Karatsev,0.7336120472329767,54
Karen Khachanov,0.7316879818472268,59
James Duckworth,0.7316206917650862,41
Benoit Paire,0.7308619962952393,43
Lorenzo Sonego,0.7282915123729292,54
Jannik Sinner,0.7274983906858806,72
Jordan Thompson,0.7242537163528875,42
Sebastian Korda,0.7237046671624516,49
Frances Tiafoe,0.7221401760857552,57
Marcos Giron,0.7167377615557392,43
Gianluca Mager,0.7125761147632524,39
Pablo Carreno Busta,0.711071305560338,57
Cameron Norrie,0.7107838072414598,77
Roberto Bautista Agut,0.7097611680140935,55
Mackenzie Mcdonald,0.7068966005076771,37
Tommy Paul,0.7066053934567924,48
Marton Fucsovics,0.7054088701436126,51
Filip Krajinovic,0.7037402318032813,43
Daniel Evans,0.7035882522336094,48
Soon Woo Kwon,0.7019942948322601,34
Laslo Djere,0.6971125699852218,49
Stefano Travaglia,0.6961832794613312,31
Jeremy Chardy,0.6956593434283443,38
Egor Gerasimov,0.6928951437095211,40
Ricardas Berankis,0.6924154576385042,32
Adrian Mannarino,0.6923205432193713,40
Carlos Alcaraz,0.692148899265093,49
Alex De Minaur,0.691786224669363,50
Richard Gasquet,0.6912932746496397,32
Emil Ruusuvuori,0.6908014856116892,45
Nikoloz Basilashvili,0.6859853407877765,61
Albert Ramos,0.6854836184875119,49
Marco Cecchinato,0.6846196478264572,37
Cristian Garin,0.6845922033917093,40
Diego Schwartzman,0.6831438951608405,61
Fabio Fognini,0.6796130888715968,46
Federico Delbonis,0.6788235042187858,48
Jaume Munar,0.6737636187271001,31
Lorenzo Musetti,0.6710070213296282,43
John Millman,0.67060759515801,50
Dominik Koepfer,0.664138374839075,48
Miomir Kecmanovic,0.6623192461388618,40
Alejandro Davidovich Fokina,0.6618272349247004,50
Dusan Lajovic,0.6591841755238582,46
Pedro Martinez,0.659139859274692,36
Kei Nishikori,0.6500277140045132,45
Pablo Andujar,0.6478274102739169,30
Federico Coria,0.628007329225177,34
Mikael Ymer,0.6236509681381815,38
Yoshihito Nishioka,0.6166085666490586,33
