Player,First Serve %,num_matches
Alexander Zverev,0.7350604951909335,37
Sebastian Baez,0.7192219362757797,34
Alejandro Tabilo,0.6527997768342696,30
Casper Ruud,0.6524031446449516,44
Andrey Rublev,0.6429565940788184,31
Grigor Dimitrov,0.6345040263914168,32
Hubert Hurkacz,0.6325738704886372,37
Felix Auger Aliassime,0.6261402251321636,30
Jannik Sinner,0.6225882752223346,31
Taylor Fritz,0.621494720248954,32
Daniil Medvedev,0.6069709982120597,31
Holger Rune,0.6055826554766995,31
Stefanos Tsitsipas,0.588895597067113,33
Alex De Minaur,0.5507370095816336,35
