Player,First Serve Win %,num_matches
John Isner,0.7996522161799808,41
Reilly Opelka,0.796545929251608,36
Nick Kyrgios,0.7960390311424824,52
Alexander Bublik,0.795407362895972,60
Marin Cilic,0.7889182874012535,54
Matteo Berrettini,0.7888327034337397,44
Hubert Hurkacz,0.7870732233286288,62
Novak Djokovic,0.7853341146775026,50
Maxime Cressy,0.7822308056487586,53
Taylor Fritz,0.7764950433657388,68
Felix Auger Aliassime,0.7763148383697273,87
Jack Draper,0.7743991320992987,33
Steve Johnson,0.7726592114299813,34
Oscar Otte,0.7724763497452448,46
Stefanos Tsitsipas,0.7713192297226156,85
Denis Shapovalov,0.7710506348445191,60
Andrey Rublev,0.7700631760014568,71
Thanasi Kokkinakis,0.7682154800651104,34
Daniil Medvedev,0.7677030458025762,64
Grigor Dimitrov,0.7604138821001801,48
Casper Ruud,0.7531431382031372,73
Jannik Sinner,0.7523357838093638,64
Arthur Rinderknech,0.7503280899116895,42
Benjamin Bonzi,0.7492506170863608,47
Brandon Nakashima,0.7478385363480917,58
Alexander Zverev,0.7446224201756712,40
Borna Coric,0.7444620924738635,33
Andy Murray,0.7423278001048602,46
Rafael Nadal,0.7379623720333417,49
Frances Tiafoe,0.7361902093051668,60
Karen Khachanov,0.7350411212761032,62
Carlos Alcaraz,0.7305934510746256,70
Thiago Monteiro,0.7300703253475239,36
Laslo Djere,0.7272014635048085,46
Kamil Majchrzak,0.7260005479852522,31
Holger Rune,0.7240819613324792,64
Daniel Evans,0.7240475055452482,58
Roberto Bautista Agut,0.7237966821213755,61
Tallon Griekspoor,0.7237073639056364,43
Lorenzo Sonego,0.7214882395297684,55
Cameron Norrie,0.7196830375364108,76
Botic Van De Zandschulp,0.7162717739724141,67
Tommy Paul,0.7143251832540854,66
Richard Gasquet,0.7136969482355408,45
Pablo Carreno Busta,0.7126622423050679,62
Taro Daniel,0.7120359844837488,32
Adrian Mannarino,0.7108390742352009,54
Sebastian Korda,0.7092276445214737,56
Ilya Ivashka,0.7086872002299134,43
Alex De Minaur,0.7034472130846902,72
Marton Fucsovics,0.7029766306129775,35
Marcos Giron,0.7027661623308689,46
Aslan Karatsev,0.7014448574598741,46
David Goffin,0.7000435858019602,53
Soon Woo Kwon,0.6999530248384536,44
Emil Ruusuvuori,0.6996359061716656,64
Lorenzo Musetti,0.6964092399437176,63
Miomir Kecmanovic,0.6956076472778914,64
Mackenzie Mcdonald,0.6918578865881614,54
Jaume Munar,0.6909351235371904,43
Filip Krajinovic,0.6891669014403135,36
Dominic Thiem,0.6881880351443713,34
Alejandro Tabilo,0.6852623779002208,33
Joao Sousa,0.6785711607997844,35
Francisco Cerundolo,0.6784061912322983,45
Jiri Lehecka,0.6773487441862694,32
Nikoloz Basilashvili,0.6755893770572354,44
Ugo Humbert,0.6734612036764769,30
Alex Molcan,0.667517543090692,46
Albert Ramos,0.6653718859329699,52
Federico Delbonis,0.6646105203665725,32
Mikael Ymer,0.6593303541075267,42
Fabio Fognini,0.6589296138456276,43
Jenson Brooksby,0.6577182954296498,47
Alejandro Davidovich Fokina,0.6559107556810589,47
Dusan Lajovic,0.6528574803574579,34
Cristian Garin,0.6528005164191532,41
Pedro Martinez,0.64336356741703,45
Federico Coria,0.6394641163628345,33
Sebastian Baez,0.6379887409294223,56
Diego Schwartzman,0.6318857487376881,57
Yoshihito Nishioka,0.6310303435624145,36
