Player,Break Point Save %,num_matches
John Isner,0.7718725718725719,54
Ivo Karlovic,0.7621604938271606,56
Nick Kyrgios,0.752770708127851,55
Milos Raonic,0.7428980741480741,71
Novak Djokovic,0.7112157878551321,75
Pablo Cuevas,0.7080138138179439,57
Stan Wawrinka,0.7071871643119108,64
Jo-Wilfried Tsonga,0.7053037978569894,54
Gilles Muller,0.7019541434859938,59
Jiri Vesely,0.690123099991521,44
Feliciano Lopez,0.6847306321796117,55
Guido Pella,0.6829435163219992,39
Andy Murray,0.6824383949383949,89
Rafael Nadal,0.6800056649800895,55
Jack Sock,0.6738754170357943,58
Gael Monfils,0.6688516344766344,62
Kei Nishikori,0.6682670054928826,80
Lukas Rosol,0.667984792984793,40
Marin Cilic,0.6657664739631953,73
Steve Johnson,0.6647848302750263,58
Nicolas Mahut,0.6644415525994474,43
Fernando Verdasco,0.6600632585007585,55
Kevin Anderson,0.6581699346405229,38
Tomas Berdych,0.6534437784437783,60
Sam Querrey,0.6491277342508532,51
David Ferrer,0.6476465777786305,59
Teymuraz Gabashvili,0.6474831649831649,35
Bernard Tomic,0.6470357427158898,54
Alexander Zverev,0.6437624341470495,68
Grigor Dimitrov,0.6426296728154313,66
Dusan Lajovic,0.6406234615058144,42
Philipp Kohlschreiber,0.6390618062493062,55
Kyle Edmund,0.6375538954486323,42
David Goffin,0.6371028308194083,74
Dominic Thiem,0.6370729097291598,84
Roberto Bautista Agut,0.6366722882851915,74
Taylor Fritz,0.6351509997938569,37
Andrey Kuznetsov,0.6300081560951126,51
Viktor Troicki,0.628087335383087,63
Federico Delbonis,0.6278098027607831,51
Malek Jaziri,0.6268533164366498,39
Robin Haase,0.6197762672269251,36
Lucas Pouille,0.6190316827860081,57
Mikhail Youzhny,0.617125417660177,37
Andreas Seppi,0.6164255482265096,45
Aljaz Bedene,0.6106310822697377,31
Juan Martin del Potro,0.6100518643996905,44
Rajeev Ram,0.6094728609721114,31
Marcos Baghdatis,0.6094589034785113,49
Donald Young,0.609274387892809,39
Borna Coric,0.6064342064684062,47
Illya Marchenko,0.6045694351944352,37
Albert Ramos,0.6040779084782536,65
Richard Gasquet,0.6019024120087949,53
Mikhail Kukushkin,0.600120276475975,35
Jan Lennard Struff,0.6000145028425572,31
Alexandr Dolgopolov,0.5993494786463537,35
Marcel Granollers,0.5986595430713078,47
Guillermo Garcia Lopez,0.5982971676849228,53
Paul Henri Mathieu,0.5967134173016526,38
Jeremy Chardy,0.5961979741391505,38
Nicolas Almagro,0.5949079193080741,44
Paolo Lorenzi,0.5904508190222476,51
Gilles Simon,0.5903129070580594,59
Pablo Carreno Busta,0.5889277112280742,67
Adrian Mannarino,0.5873564823213161,54
Benoit Paire,0.585533497736552,55
Diego Schwartzman,0.5817970981158838,34
Stephane Robert,0.5753755694196871,32
Fabio Fognini,0.5746403664086591,49
Thomaz Bellucci,0.569560477648713,43
Denis Istomin,0.5649453720882293,30
Damir Dzumhur,0.5627043685948215,45
Joao Sousa,0.5579895471404905,60
Juan Monaco,0.5502498427498427,32
Vasek Pospisil,0.5491075591075592,33
Inigo Cervantes Huegun,0.540766572363211,36
John Millman,0.536391751270644,40
