Player,Break Point Save %,num_matches
Matteo Berrettini,0.752481234043734,55
John Isner,0.7016885891885891,37
Denis Shapovalov,0.70110557431986,54
Sebastian Korda,0.6995001030715317,49
Jannik Sinner,0.696286326693048,72
Andrey Rublev,0.6868223881381775,78
Reilly Opelka,0.68654724504638,44
Stefanos Tsitsipas,0.6840801828864718,75
Ugo Humbert,0.6824559401172304,39
Alexander Bublik,0.6809147957334974,65
Novak Djokovic,0.6801672443717899,63
Ilya Ivashka,0.6793411064244397,48
Pablo Carreno Busta,0.6780096659007797,57
Arthur Rinderknech,0.6747775051250987,35
Hubert Hurkacz,0.6718207517120561,60
Karen Khachanov,0.6714592141078526,59
Frances Tiafoe,0.6705260035503002,57
Marin Cilic,0.662152977046594,56
Cristian Garin,0.6609286709067411,40
Daniil Medvedev,0.6600306342109621,76
Casper Ruud,0.654789361279746,76
Alexei Popyrin,0.6536293384977595,44
Cameron Norrie,0.652737579880437,77
Daniel Evans,0.6527361026525464,48
Filip Krajinovic,0.6519904247845424,43
Aslan Karatsev,0.6516301579920506,54
Felix Auger Aliassime,0.6499794287837767,62
Grigor Dimitrov,0.6488013448539764,42
Marcos Giron,0.6474959666910132,43
Ricardas Berankis,0.6465645213830332,32
James Duckworth,0.6460255920550038,41
Taylor Fritz,0.6440986612716489,56
Lloyd Harris,0.641497089866655,53
Lorenzo Sonego,0.6402812163681729,54
Gianluca Mager,0.6361489111489111,39
Mackenzie Mcdonald,0.6355445208386384,37
Alexander Zverev,0.6294480267207541,75
Jan Lennard Struff,0.6263798848905232,57
Roberto Bautista Agut,0.6245293615698028,55
Egor Gerasimov,0.6238955628871595,40
Dusan Lajovic,0.6184661298297661,46
Carlos Alcaraz,0.6167291290692826,49
Marton Fucsovics,0.6157460453378821,51
Marco Cecchinato,0.6146883345412757,37
Gael Monfils,0.6119102223940934,37
Kei Nishikori,0.6103043538705303,45
Jaume Munar,0.6089448471294313,31
Jeremy Chardy,0.6042346542346543,38
Laslo Djere,0.604170506496088,49
Lorenzo Musetti,0.5991135219793756,43
Federico Delbonis,0.5984549514812673,48
Pablo Andujar,0.5983964533027141,30
Feliciano Lopez,0.5932875553565209,31
Jordan Thompson,0.5929662704901634,42
Nikoloz Basilashvili,0.5917790494780114,61
Alex De Minaur,0.5915467139704204,50
Pedro Martinez,0.5908281797567512,36
Adrian Mannarino,0.5850291225291225,40
Tommy Paul,0.5846367813473077,48
Diego Schwartzman,0.5845393751674784,61
Federico Coria,0.5835246598639455,34
Fabio Fognini,0.5831907483729346,46
Miomir Kecmanovic,0.5819399230677427,40
Dominik Koepfer,0.5805522083081791,48
Emil Ruusuvuori,0.5789332775030716,45
Benoit Paire,0.5781505304226349,43
John Millman,0.575058954521197,50
Alejandro Davidovich Fokina,0.5717478227540147,50
Aljaz Bedene,0.5700091575091575,30
Mikael Ymer,0.5662852068811821,38
Richard Gasquet,0.5625886890886891,32
Stefano Travaglia,0.5612978291549721,31
Albert Ramos,0.5497359023954769,49
Soon Woo Kwon,0.5477408949894718,34
Yoshihito Nishioka,0.5187995696060211,33
