Player,First Serve Win %,num_matches
John Isner,0.8222468314666249,54
Gilles Muller,0.8194359338683354,59
Ivo Karlovic,0.8152812235564876,56
Milos Raonic,0.8088721806663591,71
Sam Querrey,0.798959872450609,51
Marin Cilic,0.7966128149162786,73
Jo-Wilfried Tsonga,0.7862456568121553,54
Feliciano Lopez,0.7788881113238713,55
Tomas Berdych,0.778272034574581,60
Andy Murray,0.7728890566763638,89
Juan Martin del Potro,0.772552461405751,44
Kevin Anderson,0.7704168693298364,38
Jan Lennard Struff,0.7679289478439142,31
Nick Kyrgios,0.7647915598084881,55
Gael Monfils,0.7570414486665238,62
Pablo Cuevas,0.7570290781863633,57
Steve Johnson,0.7564351929755585,58
Jack Sock,0.756190006906601,58
Stan Wawrinka,0.7525852014032651,64
Novak Djokovic,0.7499840843582098,75
Jeremy Chardy,0.748343679486063,38
Nicolas Almagro,0.7481110018579051,44
Andrey Kuznetsov,0.7470493328650497,51
Dominic Thiem,0.7449348976544138,84
Lucas Pouille,0.7410532155724122,57
Nicolas Mahut,0.7402706067541337,43
Marcos Baghdatis,0.7388364402206061,49
Philipp Kohlschreiber,0.7378770726859316,55
Viktor Troicki,0.7375072554147575,63
Aljaz Bedene,0.7366785485077836,31
Vasek Pospisil,0.7364123573441379,33
Taylor Fritz,0.7328349825760391,37
Fernando Verdasco,0.7321195304042303,55
Robin Haase,0.7318214251884094,36
Grigor Dimitrov,0.7313862521112036,66
Bernard Tomic,0.7303304094355768,54
Alexandr Dolgopolov,0.7300442298576072,35
David Goffin,0.726994658116816,74
Kyle Edmund,0.7264990251232416,42
Illya Marchenko,0.7263083514584016,37
Rajeev Ram,0.7255027182415574,31
Malek Jaziri,0.7253002822441548,39
Benoit Paire,0.7247839583345917,55
Alexander Zverev,0.7223710090737869,68
Kei Nishikori,0.7214148231605685,80
Federico Delbonis,0.7201006618665932,51
Jiri Vesely,0.7196284316398531,44
Inigo Cervantes Huegun,0.7190814309734657,36
Richard Gasquet,0.7166262428865129,53
Pablo Carreno Busta,0.7164804745502262,67
Andreas Seppi,0.7146278911026166,45
Lukas Rosol,0.7145924373375858,40
Teymuraz Gabashvili,0.7126678501596508,35
David Ferrer,0.7119583492468735,59
Guillermo Garcia Lopez,0.7117048828185603,53
Stephane Robert,0.7086958309791932,32
Adrian Mannarino,0.7076392499779859,54
Donald Young,0.7074600511964205,39
Borna Coric,0.70569554158287,47
Paul Henri Mathieu,0.7050019372997547,38
Dusan Lajovic,0.7029629279142103,42
Roberto Bautista Agut,0.7019631783417115,74
Denis Istomin,0.6985623018136601,30
Rafael Nadal,0.6964803802333145,55
Paolo Lorenzi,0.6961522226603155,51
Joao Sousa,0.6937281194449925,60
Thomaz Bellucci,0.693241947331586,43
Guido Pella,0.6913688399651677,39
Fabio Fognini,0.69130556280527,49
Marcel Granollers,0.690597878945692,47
Albert Ramos,0.6825269562688976,65
Mikhail Youzhny,0.6735324323511155,37
Gilles Simon,0.6721284580452502,59
Diego Schwartzman,0.6661908212747034,34
John Millman,0.663662175107248,40
Mikhail Kukushkin,0.6498855929238948,35
Damir Dzumhur,0.6345492001536251,45
Juan Monaco,0.6328349370705084,32
