Player,Break Point Save %,num_matches
Rafael Nadal,0.7472317563388992,83
Jo-Wilfried Tsonga,0.7379412653010464,55
Milos Raonic,0.7251185322613894,68
Bernard Tomic,0.7153338778338778,47
Juan Martin del Potro,0.7150729610025828,68
Ernests Gulbis,0.7071548939028885,55
Roger Federer,0.7054716117216118,62
Novak Djokovic,0.6999719017366076,83
Andy Murray,0.6952026368693035,51
John Isner,0.6935897147381079,63
Marin Cilic,0.6877960628695923,39
Tommy Haas,0.6867856386038204,71
Vasek Pospisil,0.6841905871905872,35
Kevin Anderson,0.6834550661756544,60
Tomas Berdych,0.6823556371943469,80
Feliciano Lopez,0.6821038707880813,50
Janko Tipsarevic,0.6815484309292359,44
Denis Istomin,0.680338488671822,62
Philipp Kohlschreiber,0.6790004912345338,60
Mikhail Youzhny,0.6757781377963934,63
Stan Wawrinka,0.6701425168638283,75
Dmitry Tursunov,0.664974419519874,53
Evgeny Donskoy,0.6613126337264269,33
Jerzy Janowicz,0.6610672372862775,47
Grigor Dimitrov,0.6610561968895302,60
Marcos Baghdatis,0.6596543807070123,37
Ryan Harrison,0.6585405438501414,32
Nicolas Almagro,0.6565718714156213,65
Richard Gasquet,0.6531179931179931,73
Daniel Brands,0.6501387501387501,47
Grega Zemlja,0.6473989528712167,34
Jeremy Chardy,0.6466399879190576,47
Pablo Andujar,0.6399973174973175,49
Martin Klizan,0.6398397139930116,36
Ivan Dodig,0.639156394395365,60
Gael Monfils,0.6358231432798908,55
Lukas Rosol,0.6334128141614772,50
Robin Haase,0.6255019553096476,56
Victor Hanescu,0.6253262668703845,44
David Ferrer,0.6238240648240648,87
Albert Montanes,0.6227267573696145,37
Tommy Robredo,0.619042513042513,56
Gilles Simon,0.6143251014742243,60
Marcel Granollers,0.6126125685908295,51
Benoit Paire,0.611374580855575,62
Leonardo Mayer,0.609936618936619,32
Lleyton Hewitt,0.6092669026879554,42
Horacio Zeballos,0.6083193790336647,38
Jurgen Melzer,0.6072218683761746,52
Guillermo Garcia Lopez,0.6067050940115956,42
Tobias Kamke,0.6066368816368817,39
Sam Querrey,0.60507363007363,50
Igor Sijsling,0.6039148006342576,45
Lukas Lacko,0.6031687515383167,31
Fabio Fognini,0.6028172544301577,69
Edouard Roger-Vasselin,0.6016697790227202,49
Yen Hsun Lu,0.5972728421004283,35
Carlos Berlocq,0.5967538711288711,54
Daniel Gimeno Traver,0.5955112598399043,41
Florian Mayer,0.5952911902911903,55
Radek Stepanek,0.5952864008419565,33
Jarkko Nieminen,0.5924017282507849,59
Paolo Lorenzi,0.5914211209665755,38
Kei Nishikori,0.5909223429631593,55
Roberto Bautista Agut,0.5889645378775813,48
Fernando Verdasco,0.5882285287176591,53
Alexandr Dolgopolov,0.5881690292326257,52
Nikolay Davydenko,0.5836025469413627,45
Marinko Matosevic,0.5825146627565982,44
Viktor Troicki,0.5818878439568095,38
David Goffin,0.5793807118807118,34
Andreas Seppi,0.5745208470369587,59
Joao Sousa,0.5744227994227994,30
Xavier Malisse,0.565927080582253,32
Santiago Giraldo,0.5560979424615787,41
Julien Benneteau,0.5556304483630065,52
Juan Monaco,0.547854540540299,48
Albert Ramos,0.5454726419187204,43
Alejandro Falla,0.5439806362220155,37
Lukasz Kubot,0.5196298893414277,31
