Player,First Serve %,num_matches
Sjeng Schalken,0.7366775115532929,40
Rafael Nadal,0.7014033442185857,48
Victor Hanescu,0.6746778332493596,44
Filippo Volandri,0.6735452922211159,55
Guillermo Coria,0.6683230555276498,54
Luis Horna,0.6681275317226126,60
Nikolay Davydenko,0.6615607366272127,62
Fernando Verdasco,0.6604419196143921,56
Juan Ignacio Chela,0.6525404440341479,61
Michael Llodra,0.650833929372805,32
Max Mirnyi,0.6479526132130246,53
Jiri Novak,0.6447335302744909,64
Hyung Taik Lee,0.6442820191910481,35
Andrei Pavel,0.640091305877751,59
Dominik Hrbaty,0.6372090201071173,69
Andy Roddick,0.6363375307502743,92
Joachim Johansson,0.6354362343372832,57
Sargis Sargsian,0.6321379164758335,44
Gaston Gaudio,0.6317143857246208,61
Irakli Labadze,0.6314258455361891,37
David Ferrer,0.6312522872411371,60
Jarkko Nieminen,0.6308666749673162,39
Stefan Koubek,0.6308247591631833,50
Mario Ancic,0.6227269647080529,51
Radek Stepanek,0.6209691227624267,57
Gregory Carraz,0.6205414065767522,34
Roger Federer,0.6198696968390256,81
David Sanchez,0.6197473693664858,47
Ivo Karlovic,0.6190602012369234,44
Juan Carlos Ferrero,0.6186737847004176,39
Hicham Arazi,0.6182154708115202,34
Mariano Zabaleta,0.6164511560447736,48
Olivier Rochus,0.6163919039286615,43
Robin Soderling,0.6126622374808043,59
Igor Andreev,0.608675597221588,57
Martin Verkerk,0.6067162760120647,45
Kenneth Carlsen,0.6062859166126595,34
Ivan Ljubicic,0.6057115308827248,61
Andre Agassi,0.6046498502348527,50
Alberto Martin,0.6026173336590941,49
Robby Ginepri,0.6025500098619286,48
Florian Mayer,0.601450484645467,38
Albert Costa,0.6012576617211053,44
Raemon Sluiter,0.6011997825301141,42
Greg Rusedski,0.6004860689444841,42
David Nalbandian,0.6003321425872435,48
Taylor Dent,0.5990317985888763,57
Tommy Robredo,0.5984482813175377,69
Davide Sanguinetti,0.5959894229207213,31
Fernando Gonzalez,0.5958598439900258,63
Paradorn Srichaphan,0.5943469727502696,74
Antony Dupuis,0.5939943769972547,38
Vincent Spadea,0.5932368986292981,69
Jan Michael Gambill,0.5914223059228126,43
Nicolas Massu,0.5889370061520797,70
Rainer Schuettler,0.5887577127991361,59
Tim Henman,0.5872530777381485,66
Guillermo Canas,0.5868412415250283,62
Tomas Berdych,0.5810377012805453,31
Jurgen Melzer,0.580952283418326,54
Tommy Haas,0.5785183252619891,59
Alex Corretja,0.5767800793271771,32
Mikhail Youzhny,0.5757667428693917,69
Xavier Malisse,0.5752495105057026,49
Bohdan Ulihrach,0.5739702220062437,30
Wayne Ferreira,0.5704725783552521,31
Feliciano Lopez,0.5701448987005732,60
Felix Mantilla,0.5691838209529625,32
Mark Philippoussis,0.5690427270702967,30
Agustin Calleri,0.5674123738264734,40
Carlos Moya,0.5670158950836562,79
Marat Safin,0.5637426886293551,75
Wayne Arthurs,0.5622022424649693,35
Arnaud Clement,0.5619252612472303,41
Jonas Bjorkman,0.5618135910166049,47
Fabrice Santoro,0.5598557941596924,34
Thomas Johansson,0.5545902186469948,50
Cyril Saulnier,0.5544807136794393,51
Gustavo Kuerten,0.5537781933479801,36
Flavio Saretta,0.5533421638674318,34
Mardy Fish,0.551029339105788,50
Karol Beck,0.5494747074881694,44
Nicolas Kiefer,0.5490028584663899,57
Thomas Enqvist,0.5488549118833215,35
Lleyton Hewitt,0.5440593118223709,86
Jose Acasuso,0.5377771054284847,34
Sebastien Grosjean,0.5151941577317373,43
