Player,First Serve %,num_matches
Roberto Bautista Agut,0.7049788725972851,48
Victor Hanescu,0.7042575120295039,44
Rafael Nadal,0.6920877367722869,83
Juan Monaco,0.6899544342013957,48
Nikolay Davydenko,0.6803201294678661,45
Carlos Berlocq,0.6775481912132728,54
John Isner,0.6774526618924336,63
Daniel Brands,0.6680893947914943,47
Bernard Tomic,0.6644300899238862,47
Gael Monfils,0.6597619493261493,55
Novak Djokovic,0.6576073095805689,83
Jarkko Nieminen,0.6556485412363562,59
Jurgen Melzer,0.6542558936690197,52
Juan Martin del Potro,0.6517144336384089,68
Kevin Anderson,0.6420181119166499,60
Edouard Roger-Vasselin,0.6373970104769244,49
Santiago Giraldo,0.6359489995262775,41
Radek Stepanek,0.6347918843135003,33
Julien Benneteau,0.6338506447781742,52
Denis Istomin,0.6317980753865841,62
Florian Mayer,0.6312992877751831,55
David Ferrer,0.6294360739059977,87
Jo-Wilfried Tsonga,0.6289200861258103,55
Milos Raonic,0.628595218501056,68
Roger Federer,0.6274228299305141,62
Yen Hsun Lu,0.6269464610847729,35
Lukasz Kubot,0.6263804106482577,31
Horacio Zeballos,0.6260425116805519,38
Andy Murray,0.6250233755147123,51
Kei Nishikori,0.6232428031307625,55
Mikhail Youzhny,0.6224629898031315,63
Joao Sousa,0.6183859965049044,30
Grigor Dimitrov,0.6173515259176211,60
Robin Haase,0.617174379914078,56
Leonardo Mayer,0.6169623334361307,32
Fernando Verdasco,0.616539128197501,53
David Goffin,0.6152940579036431,34
Albert Ramos,0.6150138871433671,43
Marcel Granollers,0.6137872646278348,51
Albert Montanes,0.613407946599941,37
Tommy Haas,0.6133564989836381,71
Ernests Gulbis,0.6112370217480986,55
Jeremy Chardy,0.6087209279705657,47
Jerzy Janowicz,0.6067023272234727,47
Tommy Robredo,0.6062639576113131,56
Tobias Kamke,0.6037921823600253,39
Richard Gasquet,0.6035411500038115,73
Pablo Andujar,0.6006493656656384,49
Stan Wawrinka,0.5993956175082912,75
Sam Querrey,0.5958529055968528,50
Viktor Troicki,0.595553640275142,38
Philipp Kohlschreiber,0.5932310186271083,60
Andreas Seppi,0.5929501963059384,59
Fabio Fognini,0.5915470470443502,69
Feliciano Lopez,0.5893426499637162,50
Ryan Harrison,0.5886310274096417,32
Ivan Dodig,0.5859487689786346,60
Tomas Berdych,0.5856200529682598,80
Marinko Matosevic,0.5853842798995639,44
Lukas Rosol,0.5795893864830945,50
Janko Tipsarevic,0.5785875527282012,44
Lukas Lacko,0.5782311980979971,31
Dmitry Tursunov,0.5780931450123736,53
Igor Sijsling,0.5771228097912101,45
Evgeny Donskoy,0.5730140088672819,33
Paolo Lorenzi,0.5723356684910834,38
Grega Zemlja,0.5712305458122766,34
Nicolas Almagro,0.5711417550954123,65
Gilles Simon,0.5676180966145237,60
Alejandro Falla,0.5665727130206063,37
Marin Cilic,0.564157142813915,39
Daniel Gimeno Traver,0.5633034333007476,41
Xavier Malisse,0.5564579249401179,32
Guillermo Garcia Lopez,0.551605028538819,42
Martin Klizan,0.5473044222388208,36
Vasek Pospisil,0.5444371705287859,35
Marcos Baghdatis,0.5301828746522917,37
Alexandr Dolgopolov,0.5246436814466165,52
Benoit Paire,0.5238291929180651,62
Lleyton Hewitt,0.5105562211684357,42
