Player,Break Point Save %,num_matches
John Isner,0.7772162619988707,60
Ivo Karlovic,0.7651031418076872,64
Roger Federer,0.7596036118763391,87
Sam Querrey,0.7542113309970453,50
Jo-Wilfried Tsonga,0.738234342933591,56
Jack Sock,0.7336018842268842,47
Milos Raonic,0.7123703867511918,69
Feliciano Lopez,0.7101692247146792,67
Kevin Anderson,0.7047931404310024,63
Tomas Berdych,0.7044596084918665,78
Marin Cilic,0.7005741644497625,75
Jeremy Chardy,0.6870997058497058,60
Edouard Roger-Vasselin,0.6870671881310179,49
Rafael Nadal,0.6843325961250489,60
Vasek Pospisil,0.6799733652674829,45
Yen Hsun Lu,0.6743684677895204,47
Kei Nishikori,0.6743374441650304,69
Fernando Verdasco,0.6707404633359226,46
Dmitry Tursunov,0.6694680798129073,34
Ernests Gulbis,0.6675720113220114,62
Julien Benneteau,0.6667350941741186,50
Novak Djokovic,0.6666837548416495,73
Andy Murray,0.6659487827560583,80
Roberto Bautista Agut,0.6619147995020378,69
Philipp Kohlschreiber,0.6615064333814334,63
Stan Wawrinka,0.6607614607614608,59
Grigor Dimitrov,0.6600874571856714,69
Dusan Lajovic,0.6581091527520099,35
David Ferrer,0.6556480295916916,79
Steve Johnson,0.6551643209731445,40
Jiri Vesely,0.6531043856936715,33
Marinko Matosevic,0.649280191353362,44
Gael Monfils,0.6492010440539853,51
Gilles Simon,0.6468819714564396,53
Alexandr Dolgopolov,0.6446893054035912,49
Bernard Tomic,0.6439142133586578,33
Andreas Seppi,0.6431359677885119,55
Radek Stepanek,0.6425367225367224,35
Dominic Thiem,0.6420851662956926,46
Tommy Robredo,0.6386638683377813,69
Santiago Giraldo,0.6321840641018311,58
Pablo Cuevas,0.6278363544667892,30
Sergiy Stakhovsky,0.6262654972862586,38
Federico Delbonis,0.6242835755030877,47
Thomaz Bellucci,0.6242698412698412,31
David Goffin,0.622666208532083,40
Jan Lennard Struff,0.6192016235875885,32
Leonardo Mayer,0.6187888500388501,48
Richard Gasquet,0.6156622617148934,51
Benjamin Becker,0.6151399711399711,53
Martin Klizan,0.6130466400607065,42
Mikhail Youzhny,0.6127734170591314,42
Lleyton Hewitt,0.6122782690628086,36
Denis Istomin,0.6117219817219817,54
Joao Sousa,0.6110620089786757,60
Lukas Rosol,0.6095271528623931,59
Jarkko Nieminen,0.6067289875754726,53
Carlos Berlocq,0.6063911356023656,38
Pablo Andujar,0.6050300127223204,46
Lukas Lacko,0.6018654591023012,32
Mikhail Kukushkin,0.6006019209966578,43
Jerzy Janowicz,0.5947988724172368,50
Robin Haase,0.5917040030676394,41
Nicolas Mahut,0.5907618508637185,37
Donald Young,0.5893141854653253,40
Andrey Golubev,0.5871326005149535,35
Guillermo Garcia Lopez,0.5854178306998337,51
Teymuraz Gabashvili,0.5791459928959929,45
Ivan Dodig,0.5752267573696145,38
Igor Sijsling,0.5732747050928868,38
Fabio Fognini,0.570835674641903,66
Adrian Mannarino,0.5662430582451222,39
Dudi Sela,0.5631041002008744,39
Jurgen Melzer,0.561452181966536,36
Albert Ramos,0.5555555555555556,33
Pablo Carreno Busta,0.5532384105350612,39
Marcel Granollers,0.541603681406313,47
Daniel Gimeno Traver,0.5346248196248197,31
Alejandro Gonzalez,0.5313733047393178,30
Juan Monaco,0.5293524043524043,42
