Player,First Serve %,num_matches
Potito Starace,0.7119068958460714,50
Nikolay Davydenko,0.7046100395130385,51
Alex Bogomolov Jr,0.6988663270048039,48
John Isner,0.6902041517499244,57
Fernando Verdasco,0.6883454040733002,60
Rafael Nadal,0.6722949157833307,85
Victor Hanescu,0.6716113930034482,41
Kevin Anderson,0.6691698089749228,69
Filippo Volandri,0.6664958585717544,32
Juan Ignacio Chela,0.6659208312397673,53
Ivo Karlovic,0.6644688866861359,37
Juan Monaco,0.6595347447289078,59
Bernard Tomic,0.6579253487825927,31
Novak Djokovic,0.6547103142136612,79
Andy Roddick,0.6516140918539498,50
Denis Istomin,0.6434069783224012,34
Michael Berrer,0.6410805997454768,39
Blaz Kavcic,0.6404527783017798,32
Julien Benneteau,0.639789987339764,42
Gael Monfils,0.6391710046654487,55
Milos Raonic,0.6389850401110541,51
Donald Young,0.6387291998492595,36
Roger Federer,0.6376753401192418,76
Richard Gasquet,0.6368698801190473,55
Jarkko Nieminen,0.6332534159344569,48
Santiago Giraldo,0.6330583247045227,58
Michael Russell,0.6329656928974732,30
Juan Carlos Ferrero,0.6320960489765639,31
Jurgen Melzer,0.6282779851538259,45
Robin Soderling,0.6270558634937781,47
Tommy Robredo,0.625224850827471,34
Michael Llodra,0.6240700920872103,39
Juan Martin del Potro,0.6223697506556223,68
Marcel Granollers,0.6215348548163159,52
Ryan Sweeting,0.6210698989808656,33
Sergiy Stakhovsky,0.6204288806176513,52
Jo-Wilfried Tsonga,0.6179432158524868,81
Carlos Berlocq,0.6177958559783318,38
Somdev Devvarman,0.6156579611526498,44
Pablo Andujar,0.6144052123529969,53
Lukasz Kubot,0.6136327486470359,34
Thomaz Bellucci,0.6112331315776743,50
Mikhail Youzhny,0.6095871583139446,51
Yen Hsun Lu,0.6085286055279313,33
Ernests Gulbis,0.6081230572213149,40
Radek Stepanek,0.6079445833912699,55
David Ferrer,0.6071793288426455,78
Kei Nishikori,0.6066425841455114,58
Stan Wawrinka,0.6062479243104076,56
Dmitry Tursunov,0.6055347027246684,38
Igor Andreev,0.6018985382530732,45
Florian Mayer,0.5994321772125192,71
Grigor Dimitrov,0.5957271621837261,43
Adrian Mannarino,0.5925967999867886,40
Viktor Troicki,0.5925271997541982,66
Robin Haase,0.5924076832393566,53
Teymuraz Gabashvili,0.5909730141763301,30
James Blake,0.5896298084650773,35
Andy Murray,0.5874938220211412,71
Fabio Fognini,0.5871948935268336,53
Ivan Dodig,0.5828265736541713,51
Mardy Fish,0.5822165703637221,68
Philipp Kohlschreiber,0.582195341311029,58
Albert Montanes,0.5819125190049906,47
Andreas Seppi,0.5814519218828057,49
David Nalbandian,0.5808934719797485,35
Tomas Berdych,0.5805162637901542,77
Feliciano Lopez,0.576383777385788,62
Xavier Malisse,0.5760973009694632,50
Igor Kunitsyn,0.5755827170892727,37
Mikhail Kukushkin,0.5742531122274659,34
Tobias Kamke,0.572073060685788,38
Ivan Ljubicic,0.5707883809537095,44
Guillermo Garcia Lopez,0.5638124246410505,49
Daniel Gimeno Traver,0.563150336366852,34
Ryan Harrison,0.5613973160197506,33
Gilles Simon,0.5596815765944272,66
Janko Tipsarevic,0.5590560295801749,81
Nicolas Almagro,0.5589110828363305,70
Andrey Golubev,0.5586642720264519,32
Marin Cilic,0.5469967529837568,67
Philipp Petzschner,0.5432457500480935,46
Pere Riba,0.5343955980780042,33
Marcos Baghdatis,0.5133838647175916,55
Alexandr Dolgopolov,0.5053023067446627,67
