Player,First Serve %,num_matches
Tommy Robredo,0.6813209897834075,59
Francisco Clavet,0.6710385986917423,33
Sjeng Schalken,0.6682795702597408,66
Jiri Novak,0.6570297383754649,80
Markus Hipfl,0.6500056871267843,30
Andrei Pavel,0.6436691452075507,70
Guillermo Coria,0.6431493451265294,38
Mikhail Youzhny,0.6411887182822482,55
Max Mirnyi,0.6382081348922094,54
Younes El Aynaoui,0.6377846361479216,71
Tim Henman,0.6363653580327644,70
Bohdan Ulihrach,0.63424583465321,52
Albert Costa,0.6312510634864047,57
Gaston Gaudio,0.6273847592491572,61
Andre Agassi,0.6271845563853659,66
Kristian Pless,0.6271333047485879,37
David Sanchez,0.6212738259301525,42
Albert Montanes,0.6212717361254102,41
Alberto Martin,0.6200193587004547,48
Jarkko Nieminen,0.6176020642101604,54
Todd Martin,0.6162222676936974,40
Andy Roddick,0.6128902852675625,78
Kenneth Carlsen,0.6096962969087947,33
Ramon Delgado,0.6092669139150252,31
Antony Dupuis,0.6087480832522237,37
Marcelo Rios,0.6077358062487874,53
Felix Mantilla,0.6073101734898971,51
Greg Rusedski,0.6069849518025735,51
Carlos Moya,0.6057535095220247,80
Magnus Norman,0.6040731645150682,31
Roger Federer,0.6021176843751956,81
Irakli Labadze,0.6001514765756916,30
Juan Carlos Ferrero,0.6000943737530318,73
Feliciano Lopez,0.6000553786407405,34
Radek Stepanek,0.5992008158698185,31
Nikolay Davydenko,0.5975263160151845,36
Taylor Dent,0.5970312311668857,37
Nicolas Lapentti,0.5969284956562414,61
Guillermo Canas,0.5968451918919787,68
Nicolas Massu,0.5940764724548021,48
Stefan Koubek,0.5936975979946257,52
Fernando Gonzalez,0.5927841731135866,62
Pete Sampras,0.5911856987594668,44
Michel Kratochvil,0.5880489115303508,51
James Blake,0.5872684673659153,61
Mariano Zabaleta,0.5868851806710426,48
David Nalbandian,0.5853428731874447,60
Nicolas Escude,0.584206085179139,48
Karol Kucera,0.5811256060765317,35
Fernando Meligeni,0.5808564733527215,44
Marat Safin,0.5807077280785324,82
Albert Portas,0.5798223702045333,32
Wayne Arthurs,0.5789578908705572,49
Franco Squillari,0.5786210650617362,38
Agustin Calleri,0.57822957324666,48
Andre Sa,0.5778523612745978,46
Jonas Bjorkman,0.5766803858743486,44
Arnaud Clement,0.5766730333818199,59
Hicham Arazi,0.574248488519246,38
Fernando Vicente,0.5741973608850603,51
Dominik Hrbaty,0.5737213540542335,52
Attila Savolt,0.5731739915901557,37
Davide Sanguinetti,0.5722722988552155,46
Xavier Malisse,0.5712786689345735,55
Sargis Sargsian,0.5711880707585676,32
Alex Corretja,0.5705474663168276,58
Rainer Schuettler,0.5689213399882068,71
Fabrice Santoro,0.568671898652334,53
Olivier Rochus,0.5683887266862785,42
Christophe Rochus,0.5679932329477615,31
Julien Boutter,0.5677999773273741,41
Jan Vacek,0.5653455522158652,35
Ivan Ljubicic,0.5653344642783578,58
Lars Burgsmuller,0.5636449304744551,36
Paradorn Srichaphan,0.5627453816682236,75
Gustavo Kuerten,0.5606973566159293,39
Jan Michael Gambill,0.5594149133005585,54
Tommy Haas,0.5594051107371201,67
Juan Ignacio Chela,0.5564057418356562,76
Vincent Spadea,0.5562000057876205,30
Sebastien Grosjean,0.5532220381200361,65
Jose Acasuso,0.5522440938233165,42
Adrian Voinea,0.546328602014008,40
Yevgeny Kafelnikov,0.5371460901829325,68
Andrea Gaudenzi,0.5304291422002193,37
Wayne Ferreira,0.5296738735749609,42
Nicolas Kiefer,0.5237786050134833,49
Paul Henri Mathieu,0.5216330098317519,39
Thomas Johansson,0.5212757090066232,53
Lleyton Hewitt,0.5127550474154693,78
Thomas Enqvist,0.5033970148033149,46
