Winner,Hard
Halep S.,6
Jankovic J.,5
Tsurenko L.,4
Lisicki S.,4
Williams S.,4
Bacsinszky T.,3
Stephens S.,3
Watson H.,3
Suarez Navarro C.,3
Pennetta F.,3
Garcia C.,2
Pliskova Ka.,2
Sharapova M.,2
Svitolina E.,2
Pavlyuchenkova A.,2
Bouchard E.,2
Bencic B.,2
Van Uytvanck A.,1
Wozniacki C.,1
Puig M.,1
Putintseva Y.,1
Radwanska A.,1
Riske A.,1
Safarova L.,1
Siniakova K.,1
Vandeweghe C.,1
Wickmayer Y.,1
Stosur S.,1
Vinci R.,1
Vickery S.,1
Vesnina E.,1
Townsend T.,1
Vekic D.,1
Arruabarrena L.,1
Mchale C.,1
Niculescu M.,1
Hercog P.,1
Barthel M.,1
Brengle M.,1
Cornet A.,1
Davis L.,1
Diyas Z.,1
Erakovic M.,1
Errani S.,1
Falconi I.,1
Flipkens K.,1
Gavrilova D.,1
Hradecka L.,1
Muguruza G.,1
Ivanovic A.,1
Jabeur O.,1
Jovanovski B.,1
Karatantcheva S.,1
Keys M.,1
Koukalova K.,1
Kuznetsova S.,1
Lepchenko V.,1
Makarova E.,1
Azarenka V.,1
Zhu L.,1
