Winner,Hard
Williams S.,6
Suarez Navarro C.,5
Petkovic A.,4
Halep S.,4
Stephens S.,4
Williams V.,3
Bencic B.,3
Lisicki S.,3
Pliskova Ka.,3
Gavrilova D.,3
Makarova E.,2
Maria T.,2
Badosa Gibert. P.,2
Azarenka V.,2
Nara K.,2
Pennetta F.,2
Kuznetsova S.,2
Radwanska A.,2
Larsson J.,2
Mladenovic K.,2
Wozniacki C.,2
Errani S.,2
Kanepi K.,2
Bellis C.,2
Vaidisova N.,1
Smitkova T.,1
Brengle M.,1
Stosur S.,1
Svitolina E.,1
Van Uytvanck A.,1
Riske A.,1
Vesnina E.,1
Voegele S.,1
Watson H.,1
Begu I.,1
Beck A.,1
Schmiedlova A.,1
Knapp K.,1
Radwanska U.,1
Kerber A.,1
Pironkova T.,1
Falconi I.,1
Giorgi C.,1
Pavlyuchenkova A.,1
Parmentier P.,1
Niculescu M.,1
Goerges J.,1
Muguruza G.,1
Ivanovic A.,1
Mchale C.,1
Jovanovski B.,1
Karatantcheva S.,1
Cornet A.,1
