,player,passed_at_net,net_pts,passing_shot
0,Daniil Medvedev,10,55,18.181818181818183
1,Hubert Hurkacz,17,121,14.049586776859504
2,Lorenzo Musetti,8,58,13.793103448275861
3,Carlos Alcaraz,10,78,12.82051282051282
4,Tommy Paul,5,50,10.0
5,Jannik Sinner,7,78,8.974358974358974
6,Giovanni Mpetshi Perricard,10,112,8.928571428571429
7,Novak Djokovic,6,104,5.769230769230769
8,Alex Michelsen,3,53,5.660377358490567
9,Matteo Berrettini,4,83,4.819277108433735
