,player,passed_at_net,net_pts,passing_shot
0,Caroline Wozniacki,32,204,15.686274509803921
1,Elina Svitolina,51,344,14.825581395348838
2,Su Wei Hsieh,23,188,12.23404255319149
3,Sofia Kenin,26,226,11.504424778761061
4,Karolina Pliskova,25,232,10.775862068965516
5,Kiki Bertens,123,1182,10.406091370558377
6,Karolina Muchova,27,271,9.96309963099631
7,Taylor Townsend,28,291,9.621993127147768
8,Ashleigh Barty,23,301,7.641196013289036
9,Bianca Andreescu,50,665,7.518796992481203
