Winner,Hard
Sinner J.,7
Zverev A.,6
Shelton B.,5
Djokovic N.,5
De Minaur A.,4
Sonego L.,4
Paul T.,4
Alcaraz C.,4
Lehecka J.,3
Rune H.,3
Michelsen A.,3
Monfils G.,3
Draper J.,3
Humbert U.,3
Tien L.,3
Davidovich Fokina A.,3
Bonzi B.,2
Borges N.,2
Giron M.,2
Moutet C.,2
Vukic A.,2
Mensik J.,2
Marozsan F.,2
Machac T.,2
Kecmanovic M.,2
Musetti L.,2
Khachanov K.,2
Fritz T.,2
Cerundolo F.,2
Carballes Baena R.,2
Fearnley J.,2
Fils A.,2
Schoolkate T.,1
Opelka R.,1
Passaro F.,1
Boyer T.,1
Diaz Acosta F.,1
Ruud C.,1
Habib H.,1
Nishikori K.,1
Shapovalov D.,1
Diallo G.,1
Berrettini M.,1
Auger-Aliassime F.,1
Thompson J.,1
Tiafoe F.,1
Nishioka Y.,1
Etcheverry T.,1
Duckworth J.,1
Halys Q.,1
Faria J.,1
Medvedev D.,1
Mccabe J.,1
Martinez P.,1
Fonseca J.,1
Cazaux A.,1
Krueger M.,1
Korda S.,1
Kokkinakis T.,1
Altmaier D.,1
Garin C.,1
Hurkacz H.,1
Gaston H.,1
Carreno Busta P.,1
