Continent,Winner,Surface,Wins
EU,Sinner J.,Grass,9
EU,De Minaur A.,Grass,8
EU,Fritz T.,Grass,8
EU,Musetti L.,Grass,8
EU,Alcaraz C.,Grass,7
NA,Giron M.,Grass,4
NA,Michelsen A.,Grass,3
NA,Opelka R.,Grass,3
NA,Bolt A.,Grass,2
NA,Eubanks C.,Grass,2
