Winner,Hard
Swiatek I.,45
Kudermetova V.,29
Pegula J.,28
Samsonova L.,25
Keys M.,25
Sakkari M.,25
Kasatkina D.,25
Garcia C.,23
Rybakina E.,23
Gauff C.,23
Halep S.,23
Kontaveit A.,22
Krejcikova B.,22
Ostapenko J.,22
Bouzkova M.,22
Zhang S.,22
Kvitova P.,20
Badosa P.,20
Sabalenka A.,20
Bencic B.,19
Haddad Maia B.,19
Jabeur O.,19
Mertens E.,19
Collins D.,18
Kanepi K.,18
Azarenka V.,18
Sasnovich A.,17
Riske A.,17
Alexandrova E.,16
Saville D.,16
Zheng Q.,16
Cornet A.,16
Kalinskaya A.,14
Martincova T.,14
Tomljanovic A.,14
Anisimova A.,14
Cirstea S.,14
Osaka N.,14
Rogers S.,14
Linette M.,13
Stephens S.,13
Paolini J.,13
Potapova A.,13
Pliskova Ka.,12
Kostyuk M.,12
Wang Q.,12
Parrizas Diaz N.,12
Barty A.,11
Siniakova K.,11
Wang Xiy.,11
Martic P.,11
Raducanu E.,10
Marino R.,10
Begu I.,10
Brengle M.,10
Fernandez L.A.,10
Golubic V.,9
Fruhvirtova L.,9
Muguruza G.,9
Sorribes Tormo S.,9
Osorio M.,9
Li A.,8
Vondrousova M.,8
Liu C.,8
Vekic D.,8
Teichmann J.,8
Zidansek T.,8
Kalinina A.,8
Tauson C.,7
Yastremska D.,7
Putintseva Y.,7
Dart H.,7
Ruse E.G.,7
Parry D.,7
Andreescu B.,7
Bondar A.,7
Trevisan M.,6
Konjuh A.,6
Juvan K.,6
Van Uytvanck A.,6
Blinkova A.,6
Zhu L.,6
Davis L.,6
Maria T.,6
Wang Xin.,5
Niemeier J.,5
Muchova K.,5
Frech M.,5
Bronzetti L.,5
Giorgi C.,5
Svitolina E.,5
Kenin S.,4
Hibino N.,4
Doi M.,4
Gracheva V.,4
Cristian J.,4
Burel C.,4
Noskova L.,4
Galfi D.,4
Watson H.,4
Petkovic A.,4
Kovinic D.,4
Peterson R.,4
Pera B.,4
Tan H.,3
Williams S.,3
Podoroska N.,3
Rakhimova K.,3
Zanevska M.,3
Mcnally C.,3
Selekhmeteva O.,3
Schmiedlova A.,3
Swan K.,3
Zvonareva V.,3
Bonaventure Y.,3
Friedsam A.L.,3
Gasanova A.,3
Bucsa C.,3
Bogdan A.,3
Bouchard E.,3
Inglis M.,3
Tomova V.,2
Kerber A.,2
Tsurenko L.,2
Dolehide C.,2
Jimenez V.,2
Mandlik E.,2
Paquet C.,2
Sun L.,2
Rodina E.,2
Rus A.,2
Diatchenko V.,2
Parks A.,2
Pavlyuchenkova A.,2
Papamichail D.,2
Baptiste H.,2
Uchijima M.,2
Krunic A.,2
Kucova K.,2
Boulter K.,2
Yuan Y.,2
Wickmayer Y.,1
Snigur D.,1
Zacarias M.,1
Siegemund L.,1
Zhao C.,1
Stefanini L.,1
Sherif M.,1
Sharma A.,1
Sevastova A.,1
Stakusic M.,1
Stosur S.,1
Contreras Gomez F.,1
Birrell K.,1
Cocciaretto E.,1
Chirico L.,1
Volynets K.,1
Thandi K.,1
Burrage J.,1
Voegele S.,1
Townsend T.,1
Vandeweghe C.,1
Brace C.,1
Sebov K.,1
Dodin O.,1
Korpatsch T.,1
Raina A.,1
Muhammad A.,1
Kawa K.,1
Pattinama Kerkhove L.,1
Jakupovic D.,1
Mladenovic K.,1
Hon P.,1
Havlickova L.,1
Kuzmova V.,1
Salkova D.,1
Han N.L.,1
Zavatska K.,0
Bjorklund M.,0
Lee G.,0
Navarro E.,0
Waltert S.,0
Zuger J.,0
Andreeva E.,0
Lisicki S.,0
Avanesyan E.,0
Lizarazo Y.,0
Baindl K.,0
Berberovic N.,0
Bara I.,0
Miyazaki Y.,0
Lamens S.,0
Makarova E.,0
Bandecchi S.,0
Lys E.,0
Minnen G.,0
Eikeri U.,0
Oz I.,0
Chwalinska M.,0
Errani S.,0
Ferro F.,0
Flipkens K.,0
Gorgodze E.,0
Grabher J.,0
Danilovic O.,0
Harrison Ca.,0
Hartono A.,0
Hontama M.,0
Paoletti M.,0
Carle M.,0
Cadantu A.,0
Buzarnescu M.,0
Pigossi L.,0
Jacquemot E.,0
Jeanjean L.,0
McNally C.,0
Udvardy P.,0
Marcinko P.,0
