Winner,Grass
Haddad Maia B.,13
Halep S.,11
Jabeur O.,11
Garcia C.,10
Zhang S.,8
Rybakina E.,8
Ostapenko J.,8
Sakkari M.,7
Kvitova P.,7
Dart H.,7
Tomljanovic A.,7
Boulter K.,7
Riske A.,6
Cornet A.,6
Anisimova A.,6
Maria T.,6
Giorgi C.,6
Alexandrova E.,6
Bencic B.,6
Andreescu B.,6
Tsurenko L.,5
Niemeier J.,5
Kalinina A.,5
Flipkens K.,5
Kudermetova V.,5
Gauff C.,5
Linette M.,4
Sabalenka A.,4
Mertens E.,4
Rogers S.,4
Kasatkina D.,4
Kerber A.,4
Golubic V.,4
Cirstea S.,4
Frech M.,4
Watson H.,4
Bouzkova M.,4
Davis L.,3
Kostyuk M.,3
Badosa P.,3
Tomova V.,3
Pliskova Ka.,3
Burrage J.,3
Li A.,3
Martic P.,3
Vekic D.,3
Martincova T.,3
Tan H.,3
Minnen G.,2
Begu I.,2
Kalinskaya A.,2
Parry D.,2
Juvan K.,2
Marino R.,2
Swiatek I.,2
Yastremska D.,2
Sasnovich A.,2
Zheng Q.,2
Sorribes Tormo S.,2
Lisicki S.,2
Pegula J.,2
Van Uytvanck A.,2
Zidansek T.,2
McNally C.,2
Krejcikova B.,2
Bara I.,1
Kucova K.,1
Keys M.,1
Krunic A.,1
Kanepi K.,1
Schmiedlova A.,1
Saville D.,1
Pattinama Kerkhove L.,1
Kontaveit A.,1
Liu C.,1
Kawa K.,1
Chwalinska M.,1
Muguruza G.,1
Wickmayer Y.,1
Rakhimova K.,1
Buzarnescu M.,1
Udvardy P.,1
Wang Q.,1
Wang Xin.,1
Bronzetti L.,1
Ruse E.G.,1
Raducanu E.,1
Samsonova L.,1
Mcnally C.,1
Galfi D.,1
Petkovic A.,1
Putintseva Y.,1
Swan K.,1
Bogdan A.,1
Blinkova A.,1
Miyazaki Y.,1
Harrison Ca.,1
Hartono A.,1
Cocciaretto E.,1
Parks A.,1
Hontama M.,1
Potapova A.,0
Rus A.,0
Salkova D.,0
Rodina E.,0
Raina A.,0
Podoroska N.,0
Stephens S.,0
Sebov K.,0
Williams S.,0
Vandeweghe C.,0
Voegele S.,0
Volynets K.,0
Vondrousova M.,0
Waltert S.,0
Wang Xiy.,0
Yuan Y.,0
Selekhmeteva O.,0
Zacarias M.,0
Zanevska M.,0
Zavatska K.,0
Zhao C.,0
Zhu L.,0
Zuger J.,0
Uchijima M.,0
Trevisan M.,0
Townsend T.,0
Thandi K.,0
Teichmann J.,0
Tauson C.,0
Svitolina E.,0
Sun L.,0
Stosur S.,0
Stefanini L.,0
Stakusic M.,0
Snigur D.,0
Siniakova K.,0
Siegemund L.,0
Sherif M.,0
Sharma A.,0
Sevastova A.,0
Pigossi L.,0
Mandlik E.,0
Peterson R.,0
Cadantu A.,0
Chirico L.,0
Collins D.,0
Contreras Gomez F.,0
Cristian J.,0
Danilovic O.,0
Diatchenko V.,0
Dodin O.,0
Doi M.,0
Dolehide C.,0
Eikeri U.,0
Errani S.,0
Fernandez L.A.,0
Ferro F.,0
Friedsam A.L.,0
Fruhvirtova L.,0
Carle M.,0
Burel C.,0
Gorgodze E.,0
Bucsa C.,0
Andreeva E.,0
Avanesyan E.,0
Azarenka V.,0
Baindl K.,0
Bandecchi S.,0
Baptiste H.,0
Barty A.,0
Berberovic N.,0
Birrell K.,0
Bjorklund M.,0
Bonaventure Y.,0
Bondar A.,0
Bouchard E.,0
Brace C.,0
Brengle M.,0
Gasanova A.,0
Grabher J.,0
Pera B.,0
Lys E.,0
Marcinko P.,0
Mladenovic K.,0
Muchova K.,0
Muhammad A.,0
Navarro E.,0
Noskova L.,0
Osaka N.,0
Osorio M.,0
Oz I.,0
Paoletti M.,0
Paolini J.,0
Papamichail D.,0
Paquet C.,0
Parrizas Diaz N.,0
Pavlyuchenkova A.,0
Makarova E.,0
Lizarazo Y.,0
Gracheva V.,0
Lee G.,0
Han N.L.,0
Havlickova L.,0
Hibino N.,0
Hon P.,0
Inglis M.,0
Jacquemot E.,0
Jakupovic D.,0
Jeanjean L.,0
Jimenez V.,0
Kenin S.,0
Konjuh A.,0
Korpatsch T.,0
Kovinic D.,0
Kuzmova V.,0
Lamens S.,0
Zvonareva V.,0
