,player,pts_won,net_pts,net_efficiency
0,Roger Federer,298,415,71.80722891566265
1,Pete Sampras,1081,1515,71.35313531353135
2,Ivan Lendl,170,250,68.0
3,Andre Agassi,142,209,67.94258373205741
4,Goran Ivanisevic,199,293,67.91808873720136
5,Novak Djokovic,380,562,67.61565836298932
6,Boris Becker,749,1142,65.58669001751313
7,Stefan Edberg,950,1460,65.06849315068493
8,John Mcenroe,158,249,63.45381526104418
9,Vitas Gerulaitis,145,261,55.55555555555556
