,player,pts_won,net_pts,net_efficiency
0,Rafael Nadal,300,374,80.21390374331551
1,Hubert Hurkacz,277,383,72.32375979112271
2,Novak Djokovic,481,698,68.91117478510029
3,Ivan Lendl,284,418,67.94258373205741
4,Mats Wilander,320,478,66.94560669456067
5,Roger Federer,736,1101,66.84831970935512
6,John Mcenroe,286,454,62.99559471365639
7,Boris Becker,254,404,62.87128712871287
8,Stefan Edberg,684,1132,60.42402826855123
9,Henri Leconte,222,403,55.08684863523573
