Winner,Hard
Canas G.,6
Djokovic N.,6
Ljubicic I.,4
Murray A.,4
Nadal R.,3
Del Potro J.M.,3
Roddick A.,3
Delic A.,3
Robredo T.,3
Lopez F.,3
Mathieu P.H.,3
Chela J.I.,3
Falla A.,2
Ferrer D.,2
Stepanek R.,2
Llodra M.,2
Mayer F.,2
Serra F.,2
Santoro F.,2
Bolelli S.,2
Nieminen J.,2
Federer R.,2
Querrey S.,1
Nalbandian D.,1
Almagro N.,1
Rochus O.,1
Simon G.,1
Sluiter R.,1
Starace P.,1
Tipsarevic J.,1
Vassallo-Arguello M.,1
Volandri F.,1
Spadea V.,1
Korolev E.,1
Monaco J.,1
Goldstein P.,1
Bracciali D.,1
Clement A.,1
Davydenko N.,1
Gabashvili T.,1
Garcia-Lopez G.,1
Gasquet R.,1
Gaudio G.,1
Gonzalez F.,1
Mello R.,1
Greul S.,1
Grosjean S.,1
Horna L.,1
Johansson T.,1
Kendrick R.,1
Kim K.,1
Berdych T.,1
Youzhny M.,1
