Winner,Hard
Federer R.,7
Gonzalez F.,6
Roddick A.,5
Haas T.,5
Davydenko N.,4
Fish M.,4
Nadal R.,4
Robredo T.,4
Ferrer D.,3
Djokovic N.,3
Ancic M.,3
Nalbandian D.,3
Blake J.,3
Berdych T.,3
Murray A.,3
Gasquet R.,3
Ginepri R.,2
Arthurs W.,2
Hrbaty D.,2
Querrey S.,2
Hewitt L.,2
Mayer F.,2
Grosjean S.,2
Monfils G.,2
Safin M.,2
Santoro F.,2
Youzhny M.,2
Wawrinka S.,2
Udomchoke D.,2
Chela J.I.,2
Tursunov D.,2
Stepanek R.,2
Rochus O.,1
Spadea V.,1
Smeets R.,1
Nieminen J.,1
Serra F.,1
Verdasco F.,1
Seppi A.,1
Muller G.,1
Sela D.,1
Kuznetsov A.,1
Mirnyi M.,1
Melzer J.,1
Baghdatis M.,1
Bjorkman J.,1
Bozoljac I.,1
Capdeville P.,1
Clement A.,1
Dancevic F.,1
Del Potro J.M.,1
Delic A.,1
Dlouhy L.,1
Ferrero J.C.,1
Fleishman Z.,1
Garcia-Lopez G.,1
Gicquel M.,1
Johansson T.,1
Kohlschreiber P.,1
Lapentti N.,1
Lopez F.,1
Lu Y.H.,1
Mahut N.,1
Zverev M.,1
