Winner,Hard
Williams S.,6
Sharapova M.,5
Jankovic J.,4
Radwanska A.,4
Muguruza G.,3
Li N.,3
Errani S.,3
Flipkens K.,3
Vinci R.,3
Tomljanovic A.,3
Ivanovic A.,2
Oprandi R.,2
Morita A.,2
Rybarikova M.,2
Kuznetsova S.,2
Stephens S.,2
Petkovic A.,2
Zakopalova K.,2
Halep S.,2
Cibulkova D.,2
Cirstea S.,2
Cornet A.,2
Petrova N.,1
Robson L.,1
Pliskova Ka.,1
Radwanska U.,1
Wozniacki C.,1
Vekic D.,1
Schiavone F.,1
Williams V.,1
Voegele S.,1
Soler Espinosa S.,1
Vesnina E.,1
Suarez Navarro C.,1
Begu I.,1
Mladenovic K.,1
Pennetta F.,1
Peng S.,1
Bouchard E.,1
Date Krumm K.,1
Davis L.,1
Duval V.,1
Govortsova O.,1
Hampton J.,1
Hantuchova D.,1
Hsieh S.W.,1
Kerber A.,1
Keys M.,1
Kirilenko M.,1
Kvitova P.,1
Lepchenko V.,1
Mattek-Sands B.,1
Mchale C.,1
Medina Garrigues A.,1
Bertens K.,1
Zheng J.,1
