Winner,Hard
Sharapova M.,6
Wozniacki C.,5
Kerber A.,4
Kirilenko M.,4
Muguruza G.,3
Errani S.,3
Kvitova P.,3
Arruabarrena-Vecino L.,3
Stosur S.,3
Azarenka V.,3
Radwanska U.,3
Hampton J.,2
Radwanska A.,2
Petrova N.,2
Rybarikova M.,2
Kuznetsova S.,2
Tsurenko L.,2
Larsson J.,2
Zakopalova K.,2
Barthel M.,2
Burdette M.,2
Bartoli M.,2
Begu I.,1
Sanchez M.,1
Scheepers C.,1
Schiavone F.,1
Bertens K.,1
Soler Espinosa S.,1
Suarez Navarro C.,1
Cirstea S.,1
Townsend T.,1
Vesnina E.,1
Vinci R.,1
Voegele S.,1
Wickmayer Y.,1
Cibulkova D.,1
Halep S.,1
Govortsova O.,1
Pervak K.,1
Hantuchova D.,1
Ivanovic A.,1
Goerges J.,1
Keys M.,1
Flipkens K.,1
Dulgheru A.,1
Dominguez Lino L.,1
Arvidsson S.,1
Lucic M.,1
Mchale C.,1
Medina Garrigues A.,1
Date Krumm K.,1
Niculescu M.,1
Peer S.,1
Peng S.,1
Cornet A.,1
