Winner,Grass
Bartoli M.,7
Lisicki S.,6
Flipkens K.,5
Radwanska A.,5
Kanepi K.,4
Kvitova P.,4
Li N.,4
Stephens S.,4
Knapp K.,3
Pennetta F.,3
Pironkova T.,3
Puig M.,3
Robson L.,3
Suarez Navarro C.,3
Vinci R.,3
Williams S.,3
Riske A.,2
Martic P.,2
Makarova E.,2
Stosur S.,2
Larcherde Brito M.,2
Keys M.,2
Zakopalova K.,2
Erakovic M.,2
Giorgi C.,2
Cornet A.,2
Cetkovska P.,2
Date Krumm K.,2
Dolonc V.,2
Bouchard E.,2
Cibulkova D.,2
Birnerova E.,2
Tsurenko L.,1
Torro Flor M.T.,1
Vesnina E.,1
Radwanska U.,1
Cadantu A.,1
Cepelova J.,1
Soler Espinosa S.,1
Shvedova Y.,1
Sharapova M.,1
Beck A.,1
Safarova L.,1
Wozniacki C.,1
Zahlavova Strycova B.,1
Johansson M.,1
Puchkova O.,1
Cirstea S.,1
Barthel M.,1
Jankovic J.,1
Kerber A.,1
Ivanovic A.,1
Hsieh S.W.,1
Halep S.,1
Garcia C.,1
Lucic M.,1
Jovanovski B.,1
Duque Marino M.,1
Mchale C.,1
Muguruza G.,1
Peng S.,1
Petkovic A.,1
Pliskova Ka.,1
Azarenka V.,1
