Winner,Grass
Djokovic N.,7
Federer R.,6
Raonic M.,5
Dimitrov G.,5
Wawrinka S.,4
Murray A.,4
Kyrgios N.,4
Cilic M.,4
Anderson K.,3
Tsonga J.W.,3
Lopez F.,3
Robredo T.,3
Chardy J.,3
Mayer L.,3
Nadal R.,3
Nishikori K.,3
Isner J.,2
Kuznetsov An.,2
Kukushkin M.,2
Kubot L.,2
Janowicz J.,2
Istomin D.,2
Simon G.,2
Vesely J.,2
Stakhovsky S.,2
Bautista R.,2
Berdych T.,2
Giraldo S.,2
Fognini F.,2
Bolelli S.,2
Wang J.,2
Dolgopolov O.,2
Reister J.,1
Puetz T.,1
Querrey S.,1
Saville L.,1
Sock J.,1
Roger-Vasselin E.,1
Tomic B.,1
Rola B.,1
Stepanek R.,1
Rosol L.,1
Pavic A.,1
Lajovic D.,1
Nieminen J.,1
Muller G.,1
Becker B.,1
Dancevic F.,1
Ferrer D.,1
Gasquet R.,1
Granollers M.,1
Gulbis E.,1
Haase R.,1
Haider-Maurer A.,1
Hernych J.,1
Hewitt L.,1
Kohlschreiber P.,1
Kudla D.,1
Baghdatis M.,1
Lu Y.H.,1
Mannarino A.,1
Matosevic M.,1
Monfils G.,1
Youzhny M.,1
