,player,passed_at_net,net_pts,passing_shot
0,Saisai Zheng,7,34,20.588235294117645
1,Elina Svitolina,20,116,17.24137931034483
2,Karolina Muchova,6,37,16.216216216216218
3,Bianca Andreescu,6,55,10.909090909090908
4,Kiki Bertens,11,113,9.734513274336283
5,Caroline Wozniacki,8,90,8.88888888888889
6,Garbine Muguruza,7,79,8.860759493670885
7,Polona Hercog,4,47,8.51063829787234
8,Ashleigh Barty,6,78,7.6923076923076925
9,Magda Linette,4,52,7.6923076923076925
