Winner,Hard
Nadal R.,37
Roddick A.,36
Murray A.,36
Djokovic N.,36
Simon G.,28
Tursunov D.,27
Fish M.,25
Blake J.,24
Federer R.,24
Soderling R.,24
Davydenko N.,24
Del Potro J.M.,23
Querrey S.,22
Cilic M.,21
Tsonga J.W.,21
Berdych T.,21
Stepanek R.,20
Kohlschreiber P.,19
Karlovic I.,17
Ginepri R.,17
Mathieu P.H.,17
Gasquet R.,17
Nieminen J.,16
Youzhny M.,16
Verdasco F.,16
Andreev I.,16
Wawrinka S.,16
Haas T.,15
Llodra M.,15
Ferrer D.,15
Moya C.,15
Nishikori K.,14
Melzer J.,14
Monfils G.,14
Ferrero J.C.,14
Gonzalez F.,13
Mahut N.,13
Lopez F.,13
Nalbandian D.,13
Gulbis E.,12
Seppi A.,12
Robredo T.,11
Garcia-Lopez G.,11
Sela D.,11
Troicki V.,11
Ancic M.,11
Guccione C.,10
Tipsarevic J.,10
Acasuso J.,10
Darcis S.,10
Benneteau J.,9
Reynolds B.,9
Kiefer N.,9
Isner J.,9
Serra F.,9
Hewitt L.,9
Schuettler R.,9
Spadea V.,8
Santoro F.,8
Monaco J.,8
Canas G.,8
Gicquel M.,8
Delic A.,8
Minar I.,8
Petzschner P.,7
Odesnik W.,7
Johansson T.,7
Baghdatis M.,7
Lu Y.H.,7
Zverev M.,7
Korolev E.,7
Becker B.,7
Haase R.,6
Hanescu V.,6
Gremelmayr D.,6
Bolelli S.,6
Calleri A.,6
Malisse X.,6
Anderson K.,6
Young D.,6
Lee H.T.,6
Levine J.,6
Safin M.,5
Falla A.,5
Kunitsyn I.,5
Montanes A.,5
Bjorkman J.,5
Grosjean S.,5
Sirianni J.,5
Ljubicic I.,5
Muller G.,5
Lapentti N.,4
Almagro N.,4
Capdeville P.,4
Clement A.,4
Rochus O.,4
Gregorc L.,4
Schwank E.,4
Berrer M.,4
Fognini F.,4
Gabashvili T.,4
Cipolla F.,3
Mannarino A.,3
Russell M.,3
Massu N.,3
Phau B.,3
Warburg S.,3
Kendrick R.,3
Hernandez O.,3
Vliegen K.,3
Suzuki T.,2
Ram R.,2
Luczak P.,2
Stadler S.,2
Devvarman S.,2
Chela J.I.,2
Starace P.,2
Karanusic R.,2
Giraldo S.,2
Mirnyi M.,2
Dancevic F.,2
Kudryavtsev A.,2
Koubek S.,2
Hernych J.,2
Mayer F.,2
Scherrer J.C.,1
Slanar M.,1
Rochus C.,1
Navarro-Pastor I.,1
Soeda G.,1
Bellucci T.,1
Beck A.,1
Mamiit C.,1
de Voest R.,1
Machado R.,1
Hartfield D.,1
Devilder N.,1
De Voest R.,1
Dlouhy L.,1
Zovko L.,1
Alves T.,1
Eschauer W.,1
Evans B.,1
De Heart R.,1
Volandri F.,1
Vemic D.,1
Cuevas P.,1
Golubev A.,1
Vanek J.,1
Granollers M.,1
Roitman S.,1
Jouan R.,1
Stoppini A.,1
Chardy J.,1
Ledovskikh M.,1
Bastl G.,1
Hrbaty D.,1
Istomin D.,1
Roger-Vasselin E.,1
Johansson J.,1
Jones A.,1
Jun W.S.,1
Sweeting R.,1
Sousa J.,0
Rosol L.,0
Amritraj P.,0
Ryderstedt M.,0
Trujillo G.,0
Silva J.,0
Ventura S.,0
Schukin Y.,0
Vassallo-Arguello M.,0
Ascione T.,0
Stakhovsky S.,0
Andujar P.,0
Armando H.,0
Vacek J.,0
Del Potro J.,0
Berlocq C.,0
Rehnquist B.,0
Kavcic B.,0
Junqueira D.,0
Huta Galung J.,0
Horna L.,0
Harrison R.,0
Coria G.,0
Crivoi V.,0
Groth S.,0
Gonzalez M.,0
Cruciat A.,0
Gimeno-Traver D.,0
Gil F.,0
Dabul B.,0
Galvani S.,0
Daniel M.,0
De Bakker T.,0
Elgin M.,0
Eleskovic E.,0
El Aynaoui Y.,0
Eaton C.,0
Dell'Acqua M.,0
Koellerer D.,0
Kukushkin M.,0
Lejnieks K.,0
Naso G.,0
Ramirez-Hidalgo R.,0
Qureshi A.U.H.,0
Peya A.,0
Patience O.,0
Pashanski B.,0
Ouanna J.,0
Ouahab L.,0
Bogdanovic A.,0
Bohli S.,0
Bopanna R.,0
Lopez M.,0
Bozoljac I.,0
Brands D.,0
Montcourt M.,0
Brzezicki J.P.,0
Meffert D.,0
Mayer L.,0
Decoud S.,0
Marrero D.,0
Lopez-Jaen M.A.,0
Martin A.,0
