Winner,Hard
Nadal R.,6
Djokovic N.,5
Murray A.,4
Roddick A.,4
Haas T.,3
Ferrer D.,3
Russell M.,3
Benneteau J.,3
Ljubicic I.,3
Chela J.I.,3
Moya C.,3
Korolev E.,2
Johansson T.,2
Nalbandian D.,2
Mahut N.,2
Hernych J.,2
Mathieu P.H.,2
Gonzalez F.,2
Acasuso J.,2
Garcia-Lopez G.,2
Gabashvili T.,2
Ferrero J.C.,2
Davydenko N.,2
Simon G.,2
Canas G.,2
Tipsarevic J.,2
Gasquet R.,2
Rochus O.,1
Querrey S.,1
Seppi A.,1
Serra F.,1
Nieminen J.,1
Soderling R.,1
Spadea V.,1
Kohlschreiber P.,1
Moodie W.,1
Mayer F.,1
Lopez F.,1
Llodra M.,1
Horna L.,1
Goldstein P.,1
Ginepri R.,1
Falla A.,1
Del Potro J.M.,1
Dancevic F.,1
Clement A.,1
Bracciali D.,1
Blake J.,1
Bjorkman J.,1
Verdasco F.,1
