Winner,Clay
Nadal R.,7
Federer R.,6
Djokovic N.,5
Davydenko N.,5
Robredo T.,4
Andreev I.,4
Canas G.,4
Moya C.,4
Verdasco F.,3
Monaco J.,3
Hewitt L.,3
Volandri F.,3
Bjorkman J.,3
Nalbandian D.,3
Baghdatis M.,3
Youzhny M.,3
Hernandez O.,2
Montanes A.,2
Monfils G.,2
Mathieu P.H.,2
Llodra M.,2
Ljubicic I.,2
Roger-Vasselin E.,2
Starace P.,2
Patience O.,2
Hajek J.,2
Nieminen J.,2
Brzezicki J.P.,2
Tipsarevic J.,2
Vliegen K.,2
Ferrero J.C.,2
Ferrer D.,2
Simon G.,1
Vassallo-Arguello M.,1
Wawrinka S.,1
Pless K.,1
Recouderc L.,1
Ulihrach B.,1
Serra F.,1
Tursunov D.,1
Stepanek R.,1
Safin M.,1
Almagro N.,1
Massu N.,1
Navarro-Pastor I.,1
Montcourt M.,1
Ascione T.,1
Berlocq C.,1
Bolelli S.,1
Chela J.I.,1
Cipolla F.,1
Economidis K.,1
Eschauer W.,1
Garcia-Lopez G.,1
Gasquet R.,1
Gaudio G.,1
Gulbis E.,1
Hartfield D.,1
Karlovic I.,1
Kohlschreiber P.,1
Koubek S.,1
Lapentti N.,1
Melzer J.,1
Zabaleta M.,1
