,player,pts_won,net_pts,net_efficiency
0,Emilio Sanchez,69,99,69.6969696969697
1,Andre Agassi,159,232,68.53448275862068
2,Andres Gomez,115,172,66.86046511627907
3,Boris Becker,663,1012,65.51383399209486
4,Goran Ivanisevic,112,171,65.49707602339181
5,Ivan Lendl,184,282,65.24822695035462
6,Stefan Edberg,1298,2003,64.80279580629058
7,Pete Sampras,358,561,63.81461675579323
8,John Mcenroe,288,467,61.67023554603854
9,Yannick Noah,78,161,48.4472049689441
