,player,pts_won,net_pts,net_efficiency
0,Hubert Hurkacz,330,448,73.66071428571429
1,Robin Haase,206,287,71.77700348432056
2,Roger Federer,515,721,71.42857142857143
3,Dominic Thiem,193,272,70.95588235294117
4,Karim Mohamed Maamoun,151,213,70.89201877934272
5,Novak Djokovic,271,387,70.02583979328165
6,Stefanos Tsitsipas,471,679,69.36671575846833
7,Denis Shapovalov,177,264,67.04545454545455
8,Daniil Medvedev,185,290,63.793103448275865
9,Alexander Zverev,172,273,63.003663003663
