,player,pts_won,net_pts,net_efficiency
0,Bianca Andreescu,31,44,70.45454545454545
1,Bibiane Schoofs,17,25,68.0
2,Kiki Bertens,38,58,65.51724137931035
3,Arantxa Rus,15,23,65.21739130434783
4,Alison Riske Amritraj,42,66,63.63636363636363
5,Dalma Galfi,13,21,61.904761904761905
6,Liudmila Samsonova,34,57,59.64912280701754
7,Aleksandra Krunic,12,21,57.14285714285714
8,Karolina Muchova,12,22,54.54545454545454
9,Storm Hunter,7,14,50.0
