,player,pts_won,net_pts,net_efficiency
0,Camila Giorgi,12,14,85.71428571428571
1,Greet Minnen,12,14,85.71428571428571
2,Eugenie Bouchard,16,19,84.21052631578947
3,Mona Barthel,21,31,67.74193548387096
4,Magda Linette,13,20,65.0
5,Elena Rybakina,18,29,62.06896551724138
6,Monica Niculescu,40,67,59.70149253731343
7,Shuai Peng,19,34,55.88235294117647
8,Bethanie Mattek Sands,8,16,50.0
9,Kirsten Flipkens,19,38,50.0
10,Yanina Wickmayer,7,19,36.84210526315789
