,player,pts_won,net_pts,net_efficiency
0,Lucie Safarova,24,28,85.71428571428571
1,Svetlana Kuznetsova,17,23,73.91304347826086
2,Caroline Wozniacki,30,42,71.42857142857143
3,Kiki Bertens,37,54,68.51851851851852
4,Elena Rybakina,24,37,64.86486486486487
5,Saisai Zheng,18,28,64.28571428571429
6,Karolina Muchova,24,38,63.1578947368421
7,Iga Swiatek,13,23,56.52173913043478
8,Petra Kvitova,17,32,53.125
9,Victoria Azarenka,27,54,50.0
10,Monica Niculescu,10,24,41.66666666666667
