Winner,Hard
Sabalenka A.,7
Rybakina E.,6
Azarenka V.,5
Linette M.,5
Ostapenko J.,4
Pegula J.,4
Vekic D.,4
Pliskova Ka.,4
Gauff C.,3
Garcia C.,3
Fruhvirtova L.,3
Zhu L.,3
Swiatek I.,3
Bencic B.,3
Zhang S.,3
Krejcikova B.,3
Kostyuk M.,2
Sakkari M.,2
Siegemund L.,2
Volynets K.,2
Pera B.,2
Parrizas Diaz N.,2
Vondrousova M.,2
Alexandrova E.,2
Mertens E.,2
Gracheva V.,2
Keys M.,2
Giorgi C.,2
Bucsa C.,2
Kalinina A.,2
Baindl K.,2
Collins D.,2
Bondar A.,1
Townsend T.,1
Teichmann J.,1
Davis L.,1
Stefanini L.,1
Begu I.,1
Birrell K.,1
Burel C.,1
Shnaider D.,1
Schmiedlova A.,1
Sasnovich A.,1
Samsonova L.,1
Zheng Q.,1
Wang Xin.,1
Kontaveit A.,1
Fernandez L.A.,1
Muchova K.,1
Kudermetova V.,1
Kvitova P.,1
Liu C.,1
Martic P.,1
Mcnally C.,1
Andreescu B.,1
Osorio M.,1
Raducanu E.,1
Juvan K.,1
Jabeur O.,1
Gadecki O.,1
Podoroska N.,1
Potapova A.,1
Putintseva Y.,1
Rogers S.,1
