Winner,Hard
Gauff C.,7
Sabalenka A.,6
Muchova K.,5
Keys M.,5
Cirstea S.,4
Zheng Q.,4
Vondrousova M.,4
Ostapenko J.,4
Pegula J.,3
Kasatkina D.,3
Jabeur O.,3
Stearns P.,3
Swiatek I.,3
Wang Xin.,3
Bencic B.,3
Wozniacki C.,3
Pera B.,2
Alexandrova E.,2
Schmiedlova A.,2
Rybakina E.,2
Samsonova L.,2
Mertens E.,2
Svitolina E.,2
Townsend T.,2
Minnen G.,2
Zhu L.,2
Burel C.,2
Bronzetti L.,2
Brady J.,2
Boulter K.,2
Bouzkova M.,2
Juvan K.,2
Trevisan M.,1
Tauson C.,1
Tig P.M.,1
Tomljanovic A.,1
Linette M.,1
Tsurenko L.,1
Burrage J.,1
Wang Xiy.,1
Wang Y.,1
Wickmayer Y.,1
Azarenka V.,1
Avanesyan E.,1
Vickery S.,1
Sorribes Tormo S.,1
Lys E.,1
Collins D.,1
Martic P.,1
Masarova R.,1
Kvitova P.,1
Korpatsch T.,1
Andreeva M.,1
Kenin S.,1
Noskova L.,1
Kanepi K.,1
Pavlyuchenkova A.,1
Kalinskaya A.,1
Pliskova Ka.,1
Haddad Maia B.,1
Frech M.,1
Davis L.,1
Saville D.,1
Miyazaki Y.,1
