Winner,Clay
Swiatek I.,7
Muchova K.,6
Sabalenka A.,5
Haddad Maia B.,5
Pavlyuchenkova A.,4
Jabeur O.,4
Gauff C.,4
Svitolina E.,4
Sorribes Tormo S.,3
Mertens E.,3
Schmiedlova A.,3
Kasatkina D.,3
Stephens S.,3
Pera B.,3
Tsurenko L.,3
Avanesyan E.,3
Tauson C.,2
Pegula J.,2
Andreeva M.,2
Potapova A.,2
Putintseva Y.,2
Rakhimova K.,2
Rybakina E.,2
Andreescu B.,2
Begu I.,2
Blinkova A.,2
Wang Xin.,2
Cocciaretto E.,2
Danilovic O.,2
Stearns P.,2
Day K.,2
Alexandrova E.,2
Sherif M.,1
Samsonova L.,1
Shnaider D.,1
Shymanovich I.,1
Waltert S.,1
Podoroska N.,1
Vondrousova M.,1
Vekic D.,1
Noskova L.,1
Peterson R.,1
Grabher J.,1
Bolsova A.,1
Davis L.,1
Dodin O.,1
Errani S.,1
Fernandez L.A.,1
Frech M.,1
Friedsam A.L.,1
Garcia C.,1
Giorgi C.,1
Gracheva V.,1
Parry D.,1
Hunter S.,1
Jeanjean L.,1
Keys M.,1
Liu C.,1
Martic P.,1
Navarro E.,1
Osorio M.,1
Ostapenko J.,1
Paolini J.,1
Zheng Q.,1
