,player,pts_won,net_pts,net_efficiency
0,Tommy Paul,16,17,94.11764705882352
1,Jack Sock,25,28,89.28571428571429
2,Tomas Berdych,15,19,78.94736842105263
3,Grigor Dimitrov,36,46,78.26086956521739
4,Viktor Durasovic,15,20,75.0
5,Janko Tipsarevic,40,58,68.96551724137932
6,Jo Wilfried Tsonga,15,22,68.18181818181817
7,Pavel Kotov,12,18,66.66666666666666
8,Jonas Svensson,14,24,58.333333333333336
9,Stefan Edberg,34,68,50.0
