Winner,Grass
Kvitova P.,11
Lisicki S.,11
Hantuchova D.,9
Bartoli M.,9
Cibulkova D.,7
Azarenka V.,7
Vinci R.,7
Ivanovic A.,6
Paszek T.,6
Peng S.,6
Sharapova M.,6
Wickmayer Y.,5
Williams V.,5
Pironkova T.,4
Kuznetsova S.,4
Williams S.,4
Erakovic M.,4
Dokic J.,4
Zvonareva V.,4
Lucic M.,3
Marino R.,3
Date Krumm K.,3
Stosur S.,3
Petrova N.,3
Pennetta F.,3
Errani S.,3
Wozniacki C.,3
Hlavackova A.,3
Cetkovska P.,3
Radwanska A.,3
Schiavone F.,3
Martinez-Sanchez M.J.,3
Riske A.,3
Oprandi R.,3
Doi M.,3
Rybarikova M.,3
Pervak K.,3
Flipkens K.,2
Tatishvili A.,2
Goerges J.,2
Gajdosova J.,2
Petkovic A.,2
Dominguez Lino L.,2
Baltacha E.,2
Li N.,2
Larsson J.,2
Kudryavtseva A.,2
Kirilenko M.,2
Dulgheru A.,2
Rodionova Ar.,2
Watson H.,2
Bondarenko K.,2
Zakopalova K.,2
Mchale C.,2
Czink M.,2
Martic P.,1
Niculescu M.,1
Hercog P.,1
Parmentier P.,1
Yakimova A.,1
Benesova I.,1
Zahlavova Strycova B.,1
Johansson M.,1
Jovanovski B.,1
Razzano V.,1
Dubois S.,1
Keothavong A.,1
Rezai A.,1
Broady N.,1
Morita A.,1
Safarova L.,1
Zheng J.,1
Robson L.,1
Shvedova Y.,1
Makarova E.,1
Halep S.,1
Clijsters K.,1
Vesnina E.,1
Vandeweghe C.,1
Dellacqua C.,1
Rodina E.,1
Daniilidou E.,1
Tanasugarn T.,1
Fujiwara R.,1
Parra Santonja A.,1
Pavlyuchenkova A.,1
Cirstea S.,1
Barrois K.,1
Govortsova O.,1
Gronert S.,1
Peer S.,0
Radwanska U.,0
Oudin M.,0
Pous-Tio L.,0
Peers S.,0
Bammer S.,0
Pliskova Kr.,0
Pivovarova A.,0
Sharipova S.,0
Rodionova An.,0
Arvidsson S.,0
Van Uytvanck A.,0
Babos T.,0
Voegele S.,0
Voracova R.,0
Voskoboeva G.,0
Wannasuk N.,0
Arruabarrena-Vecino L.,0
Rus A.,0
Arruabarrena Vecino L.,0
Woerle K.,0
Wozniak A.,0
Zahlavova S.,0
Zhang S.,0
Zhao Y.J.,0
Tsurenko L.,0
Tomljanovic A.,0
Szavay A.,0
Suarez Navarro C.,0
Stevenson A.,0
Stephens S.,0
Spears A.,0
Soler Espinosa S.,0
Bacsinszky T.,0
Sevastova A.,0
Sema E.,0
Schoofs B.,0
Schnyder P.,0
Scheepers C.,0
Savinykh V.,0
Savchuk O.,0
Safina D.,0
Ondraskova Z.,0
Bovina E.,0
Nara K.,0
Gallovits E.,0
Dulko G.,0
Dushevina V.,0
Bondarenko A.,0
Evtimova D.,0
Falconi I.,0
Fichman S.,0
Foretz S.,0
Garcia C.,0
Molik A.,0
Garcia Vidagany B.,0
Glatch A.,0
Gojnea M.,0
Groth J.,0
Hampton J.,0
Han X.,0
Birnerova E.,0
Dolonts V.,0
Diyas Z.,0
Diatchenko V.,0
Dentoni C.,0
Bremond I.,0
Brengle M.,0
Brianti A.,0
Cabeza-Candela E.,0
Cadantu A.,0
Camerin M.E.,0
Castano C.,0
Chakvetadze A.,0
Chan Y.J.,0
Chang K.C.,0
Bouchard E.,0
Coin J.,0
Cornet A.,0
Craybas J.,0
Date-Krumm K.,0
Henin J.,0
Hofmanova N.,0
Hradecka L.,0
Lalami N.,0
Lepchenko V.,0
Lertcheewakarn N.,0
Barthel M.,0
Llagostera Vives N.,0
Bratchikova N.,0
Luzhanska T.,0
Manasieva V.,0
Mattek-Sands B.,0
Mayr P.,0
Medina Garrigues A.,0
Meusburger Y.,0
Mijacika A.,0
Mikadze T.,0
Minella M.,0
Mirza S.,0
Larriere V.,0
Arn G.,0
Hsieh S.W.,0
Begu I.,0
Ivanova E.,0
Jankovic J.,0
Kanepi K.,0
Kerber A.,0
Keys M.,0
King V.,0
Kleybanova A.,0
Kolar N.,0
Koryttseva M.,0
Krajicek M.,0
Kremer A.,0
Krunic A.,0
Kucova K.,0
Kucova Z.,0
Kulikova R.,0
Amanmuradova A.,0
