Winner,Hard
Zvonareva V.,42
Wozniacki C.,40
Bartoli M.,39
Radwanska A.,36
Petkovic A.,35
Azarenka V.,32
Peng S.,32
Stosur S.,31
Cibulkova D.,31
Kvitova P.,30
Safarova L.,28
Jankovic J.,27
Pavlyuchenkova A.,26
Ivanovic A.,25
Sharapova M.,25
Pennetta F.,23
Kirilenko M.,21
Peer S.,20
Petrova N.,20
Kuznetsova S.,20
Hantuchova D.,20
Lisicki S.,19
Clijsters K.,19
Zahlavova Strycova B.,18
Goerges J.,18
Schiavone F.,18
Williams S.,18
Niculescu M.,17
Kanepi K.,17
Zakopalova K.,17
Li N.,16
Kerber A.,16
Scheepers C.,16
Pervak K.,16
Vinci R.,15
Morita A.,15
Zheng J.,15
Wickmayer Y.,15
Errani S.,14
Mchale C.,13
Benesova I.,13
Voskoboeva G.,13
Martinez-Sanchez M.J.,12
Medina Garrigues A.,12
Groth J.,12
Paszek T.,12
Sevastova A.,12
Martic P.,11
Jovanovski B.,11
Mattek-Sands B.,11
Brianti A.,11
Kudryavtseva A.,10
Razzano V.,10
Dokic J.,10
Baltacha E.,10
Halep S.,10
Kleybanova A.,10
Rybarikova M.,10
Hercog P.,10
Hradecka L.,9
Radwanska U.,9
Arvidsson S.,9
Krajicek M.,9
King V.,9
Makarova E.,9
Arn G.,9
Cetkovska P.,9
Marino R.,9
Vesnina E.,9
Rezai A.,9
Dushevina V.,9
Suarez Navarro C.,8
Keothavong A.,7
Cirstea S.,7
Bondarenko K.,7
Zhang S.,7
Watson H.,7
Rodina E.,7
Erakovic M.,7
Cornet A.,7
Vandeweghe C.,7
Dulgheru A.,6
Falconi I.,6
Oudin M.,6
Dulko G.,6
Stephens S.,6
Gajdosova J.,6
Amanmuradova A.,5
Safina D.,5
Pironkova T.,5
Begu I.,5
Larsson J.,5
Barthel M.,4
Mirza S.,4
Daniilidou E.,4
Birnerova E.,4
Govortsova O.,4
Rodionova An.,4
Doi M.,3
Dubois S.,3
Craybas J.,3
Date-Krumm K.,3
Tatishvili A.,3
Tanasugarn T.,3
Wozniak A.,3
Dominguez Lino L.,3
Lepchenko V.,3
Yakimova A.,3
Bacsinszky T.,3
Chakvetadze A.,3
Shvedova Y.,3
Schnyder P.,3
Glatch A.,3
Bondarenko A.,3
Hlavackova A.,3
Koryttseva M.,3
Williams V.,3
Zahlavova S.,2
Molik A.,2
Robson L.,2
Voracova R.,2
Szavay A.,2
Soler Espinosa S.,2
Schoofs B.,2
Minella M.,2
Pous-Tio L.,2
Rus A.,2
Savinykh V.,2
Barrois K.,2
Lertcheewakarn N.,2
Luzhanska T.,2
Ivanova E.,2
Kremer A.,2
Kucova K.,2
Larriere V.,2
Lucic M.,2
Henin J.,2
Manasieva V.,2
Bammer S.,2
Brengle M.,1
Tsurenko L.,1
Garcia C.,1
Sema E.,1
Foretz S.,1
Sharipova S.,1
Dolonts V.,1
Stevenson A.,1
Diyas Z.,1
Zhao Y.J.,1
Diatchenko V.,1
Date Krumm K.,1
Woerle K.,1
Bouchard E.,1
Czink M.,1
Coin J.,1
Hampton J.,1
Chan Y.J.,1
Bovina E.,1
Wannasuk N.,1
Cadantu A.,1
Bremond I.,1
Chang K.C.,1
Mikadze T.,1
Pliskova Kr.,1
Oprandi R.,1
Johansson M.,1
Krunic A.,1
Kucova Z.,1
Peers S.,1
Hsieh S.W.,1
Parmentier P.,1
Kulikova R.,1
Ondraskova Z.,1
Mayr P.,1
Nara K.,1
Keys M.,1
Camerin M.E.,0
Lalami N.,0
Castano C.,0
Voegele S.,0
Parra Santonja A.,0
Llagostera Vives N.,0
Cabeza-Candela E.,0
Arruabarrena Vecino L.,0
Broady N.,0
Bratchikova N.,0
Meusburger Y.,0
Babos T.,0
Han X.,0
Pivovarova A.,0
Riske A.,0
Savchuk O.,0
Gojnea M.,0
Garcia Vidagany B.,0
Rodionova Ar.,0
Mijacika A.,0
Fujiwara R.,0
Hofmanova N.,0
Flipkens K.,0
Fichman S.,0
Van Uytvanck A.,0
Evtimova D.,0
Spears A.,0
Arruabarrena-Vecino L.,0
Kolar N.,0
Dentoni C.,0
Dellacqua C.,0
Tomljanovic A.,0
Gronert S.,0
Gallovits E.,0
