Player,Break Point Save %,num_matches
Roger Federer,0.7285606550312433,76
Ivo Karlovic,0.722624645469473,37
John Isner,0.719296788482835,57
Juan Martin del Potro,0.7052284752284752,68
Ivan Ljubicic,0.7037689434748259,44
David Ferrer,0.6978020697251466,78
Mardy Fish,0.6947336776284144,68
Jo-Wilfried Tsonga,0.6902861461455211,81
Kevin Anderson,0.6817790961658886,69
Michael Llodra,0.6798172066029209,39
Milos Raonic,0.6794345238095237,51
Juan Carlos Ferrero,0.6741305860288779,31
Rafael Nadal,0.6622802971163627,85
Andy Roddick,0.6581606259237838,50
Feliciano Lopez,0.6580527607313321,62
Tommy Robredo,0.6572936390087025,34
Novak Djokovic,0.6555271291208791,79
Alex Bogomolov Jr,0.6549637992378918,48
Bernard Tomic,0.6531390203904824,31
James Blake,0.650573778073778,35
Janko Tipsarevic,0.648191975572928,81
Tomas Berdych,0.6481340010751775,77
Marin Cilic,0.6474241036741036,67
Philipp Petzschner,0.6452100744783672,46
Dmitry Tursunov,0.6451837042708753,38
Philipp Kohlschreiber,0.6450576597315728,58
Robin Soderling,0.6430096191774393,47
Andy Murray,0.6423403756055237,71
Marcos Baghdatis,0.641760323010323,55
Fernando Verdasco,0.6387592127211504,60
Michael Berrer,0.6354015669805143,39
Kei Nishikori,0.6302509157509157,58
Nikolay Davydenko,0.6292655397358645,51
Gael Monfils,0.629192970150417,55
Nicolas Almagro,0.6284830447330447,70
Viktor Troicki,0.6283366617007,66
Richard Gasquet,0.6269059644059644,55
David Nalbandian,0.6246576683729075,35
Potito Starace,0.6240279807575204,50
Ernests Gulbis,0.6216269841269841,40
Xavier Malisse,0.6175138865597977,50
Radek Stepanek,0.6173391423391423,55
Juan Ignacio Chela,0.6165155889195505,53
Albert Montanes,0.6162661920505058,47
Ivan Dodig,0.6142203475536808,51
Alexandr Dolgopolov,0.6138946429387605,67
Somdev Devvarman,0.6125959510574895,44
Gilles Simon,0.6101511736127121,66
Mikhail Kukushkin,0.6095760807696898,34
Florian Mayer,0.6089352168299537,71
Juan Monaco,0.6083082137769638,59
Robin Haase,0.6074606727821502,53
Jurgen Melzer,0.6070073803045939,45
Mikhail Youzhny,0.6054722238545768,51
Ryan Sweeting,0.6032399891774892,33
Julien Benneteau,0.6019401650980598,42
Lukasz Kubot,0.6012807459353512,34
Andreas Seppi,0.5981176432263389,49
Santiago Giraldo,0.5974122313744955,58
Yen Hsun Lu,0.5970547651582134,33
Stan Wawrinka,0.5935230868904338,56
Pablo Andujar,0.5929135580731325,53
Donald Young,0.5927966298934041,36
Thomaz Bellucci,0.5916066649399983,50
Pere Riba,0.5861178751803752,33
Denis Istomin,0.5786745661745661,34
Sergiy Stakhovsky,0.5720926560212275,52
Tobias Kamke,0.5710296679093672,38
Grigor Dimitrov,0.5708992761624341,43
Jarkko Nieminen,0.5658087329536396,48
Igor Andreev,0.5622235872235872,45
Igor Kunitsyn,0.5587572920906254,37
Adrian Mannarino,0.558682558521806,40
Filippo Volandri,0.5570203407703408,32
Guillermo Garcia Lopez,0.553720254517356,49
Blaz Kavcic,0.5489927294927295,32
Marcel Granollers,0.5484730848861283,52
Ryan Harrison,0.5473097041847041,33
Michael Russell,0.5445108225108225,30
Fabio Fognini,0.5392438733399831,53
Victor Hanescu,0.5357821028452516,41
Teymuraz Gabashvili,0.5292108354608355,30
Carlos Berlocq,0.5271542742971315,38
Daniel Gimeno Traver,0.5210994985357804,34
Andrey Golubev,0.4765104237326459,32
