Player,First Serve Win %,num_matches
Mardy Fish,0.7973043843802945,55
Andy Roddick,0.7961593451650142,66
Roger Federer,0.7960929931835621,79
Tomas Berdych,0.795387970459661,71
Sam Querrey,0.7905079382214304,63
Robin Soderling,0.7827975854011999,79
Andy Murray,0.7808302483081664,64
Feliciano Lopez,0.772732042953665,51
Benjamin Becker,0.7671347969324674,61
Ivan Ljubicic,0.7662354536327459,46
Rafael Nadal,0.763591639100877,81
Ernests Gulbis,0.7629094377187546,51
Michael Llodra,0.7606485367522798,51
Stan Wawrinka,0.7596596043012507,55
John Isner,0.7595760406368471,62
Marcos Baghdatis,0.75873092158196,70
Kevin Anderson,0.7559814768661278,32
Jo-Wilfried Tsonga,0.753816516807308,47
Philipp Kohlschreiber,0.7521740816217887,63
Nicolas Almagro,0.7518512565928228,70
Gilles Simon,0.7508520661170458,42
Viktor Troicki,0.7473259286830307,69
Marin Cilic,0.7458450931607148,62
Taylor Dent,0.74543890542891,31
Richard Gasquet,0.74487969010351,62
Lleyton Hewitt,0.7440052744657171,34
Philipp Petzschner,0.7382032013778259,40
Leonardo Mayer,0.7377935734340081,34
Thiemo De Bakker,0.7367290928585409,52
Xavier Malisse,0.7365814539785247,45
David Nalbandian,0.7340229216660629,39
Alexandr Dolgopolov,0.7317110069333116,44
Jeremy Chardy,0.7316924778357677,55
Janko Tipsarevic,0.7274572526953613,48
Gael Monfils,0.7270580092390284,66
Lukas Lacko,0.7255199378368814,41
Jurgen Melzer,0.7217645293321746,78
Mikhail Youzhny,0.7214840436280429,63
James Blake,0.7214828001842352,32
Paul Henri Mathieu,0.7188401729658304,32
Daniel Gimeno Traver,0.718559937030495,43
Michael Berrer,0.7176737077551016,48
Nikolay Davydenko,0.7166442468936629,50
Novak Djokovic,0.7159764735992475,81
Igor Andreev,0.7142152763039875,36
Thomaz Bellucci,0.7140363285830782,60
Albert Montanes,0.7137882743391595,62
Sergiy Stakhovsky,0.7129691340303341,52
Guillermo Garcia Lopez,0.7129072866018681,54
Florian Mayer,0.7126004107955314,42
Fernando Verdasco,0.7121355903278072,65
Arnaud Clement,0.7118443243183853,40
Victor Hanescu,0.7095949877315527,50
David Ferrer,0.7070104984251572,84
Rainer Schuettler,0.7050696747266231,30
Yen Hsun Lu,0.703124320360478,35
Denis Istomin,0.7018364433707032,61
Jarkko Nieminen,0.7017238739271058,58
Radek Stepanek,0.700722058838499,35
Illya Marchenko,0.6980429788666621,40
Tommy Robredo,0.6971955823255603,43
Santiago Giraldo,0.6968275991199908,44
Andrey Golubev,0.6964853014916839,45
Marco Chiudinelli,0.6962476799924017,43
Julien Benneteau,0.6959284029791348,45
Juan Carlos Ferrero,0.6914273356431313,47
Marcel Granollers,0.6909783424504355,43
Peter Luczak,0.6881874608613124,36
Evgeny Korolev,0.6860411387595284,32
Andreas Seppi,0.6830648512320718,52
Pablo Cuevas,0.6822742710144676,43
Eduardo Schwank,0.6813666655479509,38
Juan Monaco,0.6793689374406151,50
Alejandro Falla,0.6786240399992041,34
Horacio Zeballos,0.6775653873998895,44
Dudi Sela,0.6662293474194886,36
Lukasz Kubot,0.665341933391881,41
Mischa Zverev,0.6652483500045698,32
Juan Ignacio Chela,0.6647080035669332,52
Simon Greul,0.6621502204342052,38
Florent Serra,0.6619651995369223,46
Potito Starace,0.6597462521753928,51
Fabio Fognini,0.6487831116128717,42
Olivier Rochus,0.6446884244831279,39
Michael Russell,0.6361341797487621,34
Jan Hajek,0.630440732724348,34
