Player,Second Serve Win %,num_matches
Roger Federer,0.6010249046344968,85
Andy Roddick,0.5811630079830276,74
Rafael Nadal,0.5811480242652578,89
Richard Gasquet,0.5649934382426074,42
Andre Agassi,0.5623858153901946,51
Ivan Ljubicic,0.561638493019129,81
Mariano Puerta,0.5557422544301837,63
Robby Ginepri,0.554358056140989,60
Wayne Arthurs,0.5540721481321689,37
Juan Carlos Ferrero,0.553925123108916,73
Thomas Johansson,0.5537828603404521,73
David Nalbandian,0.5481041130362367,63
Fernando Gonzalez,0.5465172354094613,73
Olivier Rochus,0.5447564603695766,64
Nikolay Davydenko,0.5426745386617453,86
Lleyton Hewitt,0.5399082365842262,48
James Blake,0.5369767811671674,56
Sebastien Grosjean,0.5365923126694091,53
Joachim Johansson,0.5354890041789929,34
Igor Andreev,0.5337327662521627,68
Greg Rusedski,0.533709325721985,51
Guillermo Canas,0.5328641232436008,35
Mikhail Youzhny,0.5321245177580265,46
Jose Acasuso,0.5296421796041655,53
Mariano Zabaleta,0.528263493572775,36
Marat Safin,0.5252288656679389,38
Tim Henman,0.5244074558510281,41
Tommy Haas,0.5236346404696957,57
Xavier Malisse,0.521335277353567,42
Stan Wawrinka,0.520162498499317,32
Mario Ancic,0.5198066588001437,71
Gaston Gaudio,0.519577342413314,77
Victor Hanescu,0.5176293769145466,51
Paul Henri Mathieu,0.5174669010740016,57
Radek Stepanek,0.5171926668870286,71
Fernando Verdasco,0.5166950520195485,63
Fabrice Santoro,0.5162798075139776,37
Ivo Karlovic,0.5152985946904887,40
David Ferrer,0.5147280081983648,72
Nicolas Kiefer,0.5144548203434807,58
Agustin Calleri,0.5126155906756835,43
Jonas Bjorkman,0.5121913397414912,41
Tomas Berdych,0.5120763170977451,63
Hyung Taik Lee,0.5104191095888082,31
Jan Hernych,0.5090506212089297,41
Jarkko Nieminen,0.5078691732997804,55
Potito Starace,0.507255267445734,37
Juan Monaco,0.5072259870579957,43
Gilles Muller,0.5066382165229365,44
Filippo Volandri,0.5062315925265347,56
Dominik Hrbaty,0.505959045411164,69
Carlos Moya,0.5058436073414007,52
Tomas Zib,0.5045526507623949,48
Max Mirnyi,0.5043276119291796,60
Alberto Martin,0.5028529365248189,54
Nicolas Almagro,0.5019833226226643,35
Juan Ignacio Chela,0.5006539727906495,54
Michael Llodra,0.499905673523592,32
Feliciano Lopez,0.49955935428764575,59
Taylor Dent,0.49934301950208515,54
Andreas Seppi,0.49910832222214185,36
Jurgen Melzer,0.4985950478691995,52
Davide Sanguinetti,0.4983378952982454,50
Tommy Robredo,0.49808055665268836,69
Jiri Novak,0.49798872146875317,49
Philipp Kohlschreiber,0.49739008279917574,37
Cyril Saulnier,0.49472726102019476,42
Paradorn Srichaphan,0.49430998716699204,66
Vincent Spadea,0.49316633793233433,48
Albert Costa,0.4924062270829023,30
Guillermo Coria,0.49128008198367984,82
Ricardo Mello,0.49123396718483975,39
Rainer Schuettler,0.49010398176757786,42
Robin Soderling,0.48571375371534614,34
Arnaud Clement,0.4852087634440422,39
Luis Horna,0.4824706008909619,41
Nicolas Massu,0.47972196530911104,41
Christophe Rochus,0.4792592994912015,46
Kenneth Carlsen,0.47562823045701286,42
Guillermo Garcia Lopez,0.4740338527436252,45
Kevin Kim,0.46944494145796545,44
Dmitry Tursunov,0.46378063708976375,33
Andrei Pavel,0.4593449131185059,48
Gael Monfils,0.45588406235160805,47
Florian Mayer,0.45457750860156665,46
Karol Beck,0.4427201613390279,47
