Player,Ace Rate,num_matches
Ivo Karlovic,0.2685364968503484,63
John Isner,0.23563892594656574,70
Milos Raonic,0.19545171093572175,49
Sam Groth,0.1931167020178876,41
Kevin Anderson,0.18986041169997922,70
Sam Querrey,0.18016621339379474,44
Gilles Muller,0.17101070016604042,57
Feliciano Lopez,0.14431759083208784,58
Nick Kyrgios,0.1387502592964849,44
Marin Cilic,0.13484297061309333,54
Jo-Wilfried Tsonga,0.131641103315498,48
Steve Johnson,0.12953693486761939,65
Vasek Pospisil,0.12386944868283381,48
Ernests Gulbis,0.12348386634427073,35
Viktor Troicki,0.12308268990218305,63
Roger Federer,0.11900736422903635,74
Thanasi Kokkinakis,0.11651122453990152,32
Gael Monfils,0.11631329779598516,52
Jerzy Janowicz,0.11178360969753745,48
Aljaz Bedene,0.10713497029089343,34
Bernard Tomic,0.105810493965145,68
Tomas Berdych,0.10465509106191527,79
Nicolas Almagro,0.10388825252852425,38
Grigor Dimitrov,0.09513182578379678,55
Alexandr Dolgopolov,0.09490759272448225,52
Jeremy Chardy,0.09356636599122015,54
Jiri Vesely,0.09344356430530164,54
Marcos Baghdatis,0.09258629765825031,45
Stan Wawrinka,0.09225697060411242,74
Benoit Paire,0.08939504165834185,42
Sergiy Stakhovsky,0.08748437898513196,47
Denis Istomin,0.08700164678731395,47
Andy Murray,0.08551962520279154,86
Leonardo Mayer,0.08509729325324475,51
Richard Gasquet,0.08459225028306423,60
David Goffin,0.0843013104268071,64
Fernando Verdasco,0.08399008848118975,50
Dominic Thiem,0.08155162979227439,64
Jack Sock,0.08131188215663647,53
Benjamin Becker,0.07970651449445029,32
Thomaz Bellucci,0.07962538601882208,60
Andreas Haider Maurer,0.0792625466323591,48
Philipp Kohlschreiber,0.07679389221855491,56
Alexander Zverev,0.07658433150070751,31
Andreas Seppi,0.07614145104916399,52
Novak Djokovic,0.07554703791998309,89
Pablo Cuevas,0.07463233510767756,55
Yen Hsun Lu,0.07123703509592282,41
Lukas Rosol,0.06907537389868432,50
Ricardas Berankis,0.06861309780467112,34
Pablo Carreno Busta,0.06792081885856924,39
Martin Klizan,0.067699285723607,57
Marcel Granollers,0.06754276483200203,35
Simone Bolelli,0.06655284931955413,55
Robin Haase,0.06492525126543214,36
Kei Nishikori,0.06370109992236844,72
Teymuraz Gabashvili,0.06338605951777279,39
Guillermo Garcia Lopez,0.06317984822649995,57
Adrian Mannarino,0.06240767641800583,58
Malek Jaziri,0.05834100526313519,32
Roberto Bautista Agut,0.05624192221925086,71
Albert Ramos,0.05581917115667554,39
Tommy Robredo,0.054690211493632075,45
Borna Coric,0.05418361119730678,54
Mikhail Youzhny,0.05284557630445032,33
Dusan Lajovic,0.05247521735684439,38
Victor Estrella,0.049928806990149094,40
Daniel Gimeno Traver,0.0494652036479218,31
Donald Young,0.049178320209930154,45
Fabio Fognini,0.048485371822977665,58
Federico Delbonis,0.048053497514430006,37
Gilles Simon,0.04788767598007143,67
Santiago Giraldo,0.04718003284324716,51
Rafael Nadal,0.04420186841562776,81
Joao Sousa,0.04338808788376389,69
Jarkko Nieminen,0.04252313730692354,30
Diego Schwartzman,0.04057763288223883,33
Mikhail Kukushkin,0.03987932925794753,43
Juan Monaco,0.038232964390393885,40
David Ferrer,0.03546197898439316,71
Pablo Andujar,0.028771854028774198,40
