Player,Second Serve Win %,num_matches
Wayne Arthurs,0.5752663939214029,33
Patrick Rafter,0.5528153091192766,53
Mariano Puerta,0.5523084602843227,61
Gustavo Kuerten,0.55174622641191,86
Alex Corretja,0.5514988147174489,74
Richard Krajicek,0.5513747304810054,42
Albert Costa,0.5503815651032714,58
Sebastien Grosjean,0.5498728959022302,71
Lleyton Hewitt,0.5455706884574549,80
Pete Sampras,0.5439050016239331,56
Juan Carlos Ferrero,0.5436581478946784,72
Francisco Clavet,0.5411349560784366,59
Andre Agassi,0.5401400671359569,55
Jerome Golmard,0.5400683849779645,56
Thomas Enqvist,0.5353226396599315,75
Wayne Ferreira,0.5341535879906706,65
Roger Federer,0.5339168566256282,66
Martin Damm Sr,0.5329507145784695,31
Jan Michael Gambill,0.5326793549677259,61
Marat Safin,0.531566845447195,100
Andrei Pavel,0.5308717469264808,64
Magnus Norman,0.5301829608317675,94
Carlos Moya,0.529987726615304,53
Byron Black,0.5297031694769271,55
Jonas Bjorkman,0.5292887555322974,55
Slava Dosedel,0.5273247602759418,41
Marcelo Rios,0.5267515916874889,53
Magnus Gustafsson,0.5254090587132323,31
Greg Rusedski,0.5246006424814824,40
Mark Philippoussis,0.5235827815787719,66
Tim Henman,0.5225148058181305,83
Fabrice Santoro,0.5198559481202149,61
Michael Chang,0.5185789400965289,68
Max Mirnyi,0.5181832637997951,59
Arnaud Clement,0.5179537822564079,63
Felix Mantilla,0.5166289634218274,32
Nicolas Kiefer,0.5164977672114208,46
Rainer Schuettler,0.515765943761628,52
Nicolas Escude,0.5153837958125619,51
Cedric Pioline,0.5141967590193786,52
Tommy Haas,0.5122652454761634,58
Dominik Hrbaty,0.5112762999346263,73
Younes El Aynaoui,0.5111539686627149,64
Andreas Vinciguerra,0.5098810274574567,50
Thomas Johansson,0.5095894527800884,48
Jason Stoltenberg,0.5077820151436402,35
Sjeng Schalken,0.5071679203193596,65
Hicham Arazi,0.5065015056474202,59
Nicolas Massu,0.5063764537465578,52
Paul Goldstein,0.5060522621940515,43
Gianluca Pozzi,0.5052835209949286,50
Markus Hantschk,0.504503088193262,40
Sergi Bruguera,0.5037775888863121,32
Alberto Martin,0.5035185741762059,50
Yevgeny Kafelnikov,0.5032571302395251,102
Stefan Koubek,0.5031605439605294,57
Richard Fromberg,0.5029546977648737,39
Galo Blanco,0.5010177999358857,32
Karim Alami,0.4994210070437126,53
Alex Calatrava,0.49899041233453545,30
Gaston Gaudio,0.49857995708210623,52
Nicolas Lapentti,0.49828208553985187,73
Mariano Zabaleta,0.49742304532011544,48
Justin Gimelstob,0.496653214433889,30
Mikael Tillstrom,0.49653221562495564,41
Jiri Novak,0.4963095852058088,54
Harel Levy,0.492250502415872,34
Fernando Vicente,0.4918311975443286,56
Chris Woodruff,0.4915778901984452,43
Hernan Gumy,0.4892015446191811,31
Karol Kucera,0.4889962256720584,52
Marc Rosset,0.4863626979534112,56
Andrew Ilie,0.48623519480334537,48
George Bastl,0.4835477174608982,40
Juan Ignacio Chela,0.4821522956320657,32
Andrei Medvedev,0.4811361528697884,40
Arnaud Di Pasquale,0.4799330048035996,42
Andre Sa,0.4796144892753571,30
Albert Portas,0.47547668163513734,45
Goran Ivanisevic,0.47513167961851804,36
Jeff Tarango,0.474034447202877,36
Franco Squillari,0.47277840079342065,58
David Prinosil,0.46998618030883255,42
Ivan Ljubicic,0.4692040448545999,45
Christophe Rochus,0.4674671247995772,38
Sargis Sargsian,0.4667605630291831,41
Davide Sanguinetti,0.46592857172868946,41
Bohdan Ulihrach,0.4643142361889526,33
Juan Antonio Marin,0.45209247485862825,32
Vincent Spadea,0.4519128052072642,31
Fernando Meligeni,0.45090564633182345,40
