Player,Break Point Save %,num_matches
Wayne Arthurs,0.7624696210222526,43
Gustavo Kuerten,0.7333149285355167,78
Andy Roddick,0.7322804494487122,56
Jan Michael Gambill,0.7262524574033525,62
Greg Rusedski,0.7244367375049193,63
Goran Ivanisevic,0.7075069239703387,52
Tommy Haas,0.7006548782758459,79
Juan Carlos Ferrero,0.6910540275819144,78
Julien Boutter,0.6777737624328534,50
Ivan Ljubicic,0.6743321718931475,51
Tim Henman,0.6742624322558533,71
Patrick Rafter,0.6617884383190505,66
Lleyton Hewitt,0.659651934322987,98
Thomas Johansson,0.6565850386283824,71
Roger Federer,0.6562155424200241,70
Xavier Malisse,0.6559213254066195,61
Marcelo Rios,0.6538723415813716,51
Gaston Gaudio,0.6537995487610379,51
Alex Calatrava,0.6531977066860788,47
Pete Sampras,0.652616501145913,51
Carlos Moya,0.6513843232930868,59
Fernando Meligeni,0.6513787652676541,35
Andreas Vinciguerra,0.6457099298058455,56
Younes El Aynaoui,0.6456596285473291,56
Guillermo Canas,0.641847888458058,66
Jerome Golmard,0.6383898995741101,48
Sebastien Grosjean,0.6344974890429436,77
Thomas Enqvist,0.633910160352468,55
Yevgeny Kafelnikov,0.6337977168334311,97
Francisco Clavet,0.6321628007749331,50
Jan Siemerink,0.6291142618065695,33
Hicham Arazi,0.6277544173643917,56
Galo Blanco,0.6258005847208633,43
Andre Agassi,0.6229265650834278,61
Marat Safin,0.6223618178696304,72
Tommy Robredo,0.620082072294784,57
Nicolas Escude,0.6186312862976949,56
Jiri Novak,0.6171578267838655,48
Juan Balcells,0.6171135962802629,43
Michel Kratochvil,0.6164337871724235,52
Guillermo Coria,0.6138687427338743,41
Felix Mantilla,0.6135256822231613,46
Antony Dupuis,0.6133993367461927,31
Harel Levy,0.6130938823340784,45
Cedric Pioline,0.6106686134733227,39
Alex Corretja,0.6106047044742697,54
Fabrice Santoro,0.6094870545224702,63
Max Mirnyi,0.6086897950534315,58
Marc Rosset,0.6080682043248888,36
Arnaud Clement,0.6048341615649308,65
Albert Costa,0.6036060090962051,49
Jonas Bjorkman,0.6018222567687809,49
Andrea Gaudenzi,0.6010268897768898,36
Lars Burgsmuller,0.6008832565284179,33
Nicolas Lapentti,0.596863610926111,55
Magnus Norman,0.5942278442278442,47
Stefan Koubek,0.5933046113386671,46
Alberto Martin,0.5922509625450801,58
Sjeng Schalken,0.5914408265843673,66
Nicolas Massu,0.5903191718451736,51
Fernando Vicente,0.5902530439785342,49
Vladimir Voltchkov,0.5901676295518207,39
Gianluca Pozzi,0.5889571334015778,30
Andrei Pavel,0.5869236666111667,58
Mariano Zabaleta,0.5868566562927465,36
Sergi Bruguera,0.5864644684853414,36
David Prinosil,0.584826641525988,31
Albert Portas,0.584282354900002,60
Sargis Sargsian,0.5805787094849595,37
Markus Hipfl,0.5782818033952336,34
Rainer Schuettler,0.5743332431575215,64
Dominik Hrbaty,0.5726838598431644,61
Michal Tabara,0.5719076753816736,40
Mikhail Youzhny,0.5712960528750003,40
Michael Chang,0.5676586349380467,37
Nicolas Kiefer,0.5651682118068673,58
Andrei Stoliarov,0.5646129396129396,42
Bohdan Ulihrach,0.5632801226551226,64
Hyung Taik Lee,0.5624416042894304,31
Andrew Ilie,0.5620797912215376,48
Davide Sanguinetti,0.5607476786229322,37
Franco Squillari,0.560709507207352,56
Wayne Ferreira,0.5599338624338625,39
Magnus Gustafsson,0.5570831078643579,37
Jiri Vanek,0.5564000235875236,33
David Sanchez,0.5534362968186497,31
Christophe Rochus,0.5411181955299602,38
Olivier Rochus,0.48955425361675364,30
